Median Unit Price,Area (SQM),Average Resale Price,HDB Town,Median_Resale_Price,Number of Records,Planning_Region,Sales,Storey_Level,Total Resale Price,Unit Area (PSF),Year-Month,Year,Code,Col,Name,Name Sg,Row
4863.237139,83.89473684,407305.2632,ANG MO KIO,408000,1,North-East Region,19,Low,7738800,451.0406159,1,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4432.701895,77.15384615,380452.9231,ANG MO KIO,342000,1,North-East Region,13,Mid,4945888,458.114133,1,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4590.500642,81.14583333,419318.5183,ANG MO KIO,372500,1,North-East Region,48,High,20127288.88,480.0739752,1,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4838.957963,76.77272727,398386.3636,ANG MO KIO,371500,1,North-East Region,22,Low,8764500,482.0896874,10,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4289.179104,84.63157895,438146.1053,ANG MO KIO,363000,1,North-East Region,19,Mid,8324776,480.9687476,10,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4868.402282,82.47058824,442802.9412,ANG MO KIO,401500,1,North-East Region,34,High,15055300,498.8175791,10,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4817.436665,81.34782609,416507.1304,ANG MO KIO,391888,1,North-East Region,23,Low,9579664,475.6711753,11,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4702.652684,77.19047619,389242.8571,ANG MO KIO,363000,1,North-East Region,21,Mid,8174100,468.4759248,11,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4976.878613,86.5,464935.2941,ANG MO KIO,430500,1,North-East Region,34,High,15807800,499.3519541,11,2012,AM,8,ANG MO KIO,ANG MO KIO,3
5011.409396,78.42105263,405578.9474,ANG MO KIO,393000,1,North-East Region,19,Low,7706000,480.4775296,12,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4763.689141,78.27777778,416131,ANG MO KIO,372891,1,North-East Region,18,Mid,7490358,493.8805552,12,2012,AM,8,ANG MO KIO,ANG MO KIO,3
5348.441926,88.25,488184,ANG MO KIO,472000,1,North-East Region,32,High,15621888,513.9243237,12,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4138.235294,80.95238095,377952.381,ANG MO KIO,335000,1,North-East Region,21,Low,7937000,433.7483189,2,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4260.655738,79.56521739,390256,ANG MO KIO,339000,1,North-East Region,23,Mid,8975888,455.6765513,2,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4803.536346,84.83333333,433736,ANG MO KIO,407500,1,North-East Region,30,High,13012080,474.9952686,2,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4741.664163,81.19512195,399000,ANG MO KIO,385000,1,North-East Region,41,Low,16359000,456.5341851,3,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4911.332634,82.86956522,421297.5652,ANG MO KIO,407000,1,North-East Region,46,Mid,19379688,472.3068394,3,2012,AM,8,ANG MO KIO,ANG MO KIO,3
5187.319885,86.75,499843.75,ANG MO KIO,450000,1,North-East Region,32,High,15995000,535.297393,3,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4551.776649,80.40816327,391795.9184,ANG MO KIO,366000,1,North-East Region,49,Low,19198000,452.6787533,4,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4637.300532,81.2972973,412437.5135,ANG MO KIO,377000,1,North-East Region,37,Mid,15260188,471.3162328,4,2012,AM,8,ANG MO KIO,ANG MO KIO,3
5106.457243,90.47368421,494488.2105,ANG MO KIO,462000,1,North-East Region,19,High,9395276,507.7664612,4,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4471.522453,79.39130435,389341.3043,ANG MO KIO,355000,1,North-East Region,46,Low,17909700,455.6043772,5,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4881.259843,88.19444444,440521.5556,ANG MO KIO,430500,1,North-East Region,36,Mid,15858776,464.0409219,5,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4875.463699,82.04347826,440256,ANG MO KIO,400000,1,North-East Region,23,High,10125888,498.5303065,5,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4879.275654,79.52,396735.52,ANG MO KIO,388000,1,North-East Region,25,Low,9918388,463.5056785,6,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4659.643436,74.04,369260,ANG MO KIO,345000,1,North-East Region,25,Mid,9231500,463.3361663,6,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4849.693252,81.5,424621.4783,ANG MO KIO,395250,1,North-East Region,46,High,19532588,484.0326915,6,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4700.916731,84.4516129,428396.7742,ANG MO KIO,397000,1,North-East Region,31,Low,13280300,471.2686922,7,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4606.060606,79.89473684,414884.2105,ANG MO KIO,368000,1,North-East Region,19,Mid,7882800,482.4353046,7,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4795.117698,83.41818182,439352.5091,ANG MO KIO,400000,1,North-East Region,55,High,24164388,489.3084737,7,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4604.033448,78.19230769,384923.0769,ANG MO KIO,360000,1,North-East Region,26,Low,10008000,457.3411334,8,2012,AM,8,ANG MO KIO,ANG MO KIO,3
5057.212914,81.56666667,425616.6667,ANG MO KIO,412500,1,North-East Region,30,Mid,12768500,484.770582,8,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4995.916613,78.86440678,423982.4407,ANG MO KIO,394000,1,North-East Region,59,High,25014964,499.4559317,8,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4744.186047,75.88235294,383400,ANG MO KIO,360000,1,North-East Region,17,Low,6517800,469.3984652,9,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4973.494888,71.37837838,375216.2162,ANG MO KIO,355000,1,North-East Region,37,Mid,13883000,488.3658283,9,2012,AM,8,ANG MO KIO,ANG MO KIO,3
5165.446559,85.375,470339.0833,ANG MO KIO,441000,1,North-East Region,48,High,22576276,511.8122748,9,2012,AM,8,ANG MO KIO,ANG MO KIO,3
4550.580431,86.14285714,394666.6667,BEDOK,392000,1,East Region,21,Low,8288000,425.6391048,1,2012,BD,11,BEDOK,BEDOK,4
4656.384225,85.36666667,402566.6667,BEDOK,397500,1,East Region,30,Mid,12077000,438.106638,1,2012,BD,11,BEDOK,BEDOK,4
4680.195941,89.3125,434701.4167,BEDOK,418000,1,East Region,48,High,20865668,452.1777151,1,2012,BD,11,BEDOK,BEDOK,4
4530.981067,86.07407407,422462.963,BEDOK,390000,1,East Region,27,Low,11406500,455.980874,10,2012,BD,11,BEDOK,BEDOK,4
4860.606061,82.5,419700,BEDOK,401000,1,East Region,40,Mid,16788000,472.6235591,10,2012,BD,11,BEDOK,BEDOK,4
4991.313412,84.64705882,444982,BEDOK,422500,1,East Region,68,High,30258776,488.3834256,10,2012,BD,11,BEDOK,BEDOK,4
4415.182029,86.06666667,431396.2667,BEDOK,380000,1,East Region,30,Low,12941888,465.663014,11,2012,BD,11,BEDOK,BEDOK,4
5213.541667,87.27272727,433181.8182,BEDOK,455000,1,East Region,11,Mid,4765000,461.1285563,11,2012,BD,11,BEDOK,BEDOK,4
4990.167158,87.67241379,452770.4828,BEDOK,437500,1,East Region,58,High,26260688,479.7836989,11,2012,BD,11,BEDOK,BEDOK,4
4302.325581,86,413380.9524,BEDOK,370000,1,East Region,21,Low,8681000,446.5626084,12,2012,BD,11,BEDOK,BEDOK,4
4919.855222,87.90909091,438585.8182,BEDOK,432500,1,East Region,22,Mid,9648888,463.5014971,12,2012,BD,11,BEDOK,BEDOK,4
4845.93191,91.21052632,477941.4737,BEDOK,442000,1,East Region,38,High,18161776,486.8106852,12,2012,BD,11,BEDOK,BEDOK,4
4342.679128,80.25,369125,BEDOK,348500,1,East Region,32,Low,11812000,427.3254558,2,2012,BD,11,BEDOK,BEDOK,4
4225.139905,89.34615385,410596.1538,BEDOK,377500,1,East Region,26,Mid,10675500,426.9424724,2,2012,BD,11,BEDOK,BEDOK,4
4484.320557,95.66666667,458177.4444,BEDOK,429000,1,East Region,36,High,16494388,444.9420067,2,2012,BD,11,BEDOK,BEDOK,4
4194.873728,85.58064516,399427.0968,BEDOK,359000,1,East Region,62,Low,24764480,433.6030348,3,2012,BD,11,BEDOK,BEDOK,4
4575.636943,89.71428571,422900,BEDOK,410500,1,East Region,42,Mid,17761800,437.9317444,3,2012,BD,11,BEDOK,BEDOK,4
4605.633803,94.66666667,463526.6667,BEDOK,436000,1,East Region,30,High,13905800,454.8916704,3,2012,BD,11,BEDOK,BEDOK,4
4582.466568,84.125,397152.0833,BEDOK,385500,1,East Region,48,Low,19063300,438.5934216,4,2012,BD,11,BEDOK,BEDOK,4
4683.719691,85.29545455,408779.5455,BEDOK,399500,1,East Region,44,Mid,17986300,445.2394259,4,2012,BD,11,BEDOK,BEDOK,4
4752.179328,89.22222222,454796.2963,BEDOK,424000,1,East Region,27,High,12279500,473.5591464,4,2012,BD,11,BEDOK,BEDOK,4
4511.314285,85.78431373,398201.4902,BEDOK,387000,1,East Region,51,Low,20308276,431.2462636,5,2012,BD,11,BEDOK,BEDOK,4
4458.997722,97.55555556,469755.5556,BEDOK,435000,1,East Region,45,Mid,21139000,447.3529073,5,2012,BD,11,BEDOK,BEDOK,4
4768.550679,87.97222222,453529.8889,BEDOK,419500,1,East Region,36,High,16327076,478.9505723,5,2012,BD,11,BEDOK,BEDOK,4
4518.531846,95.82758621,449931.0345,BEDOK,433000,1,East Region,29,Low,13048000,436.200086,6,2012,BD,11,BEDOK,BEDOK,4
4597.171863,88.96774194,424663.7419,BEDOK,409000,1,East Region,31,Mid,13164576,443.4482648,6,2012,BD,11,BEDOK,BEDOK,4
4710.645527,89.79661017,455492.8136,BEDOK,423000,1,East Region,59,High,26874076,471.2506179,6,2012,BD,11,BEDOK,BEDOK,4
4526.08,91.91176471,427246.7059,BEDOK,416000,1,East Region,34,Low,14526388,431.8550117,7,2012,BD,11,BEDOK,BEDOK,4
4647.805394,85.95454546,423863.6364,BEDOK,399500,1,East Region,44,Mid,18650000,458.1288664,7,2012,BD,11,BEDOK,BEDOK,4
4847.39646,86.85074627,439610.2687,BEDOK,421000,1,East Region,67,High,29453888,470.2454688,7,2012,BD,11,BEDOK,BEDOK,4
4403.496743,83.34285714,394957.1429,BEDOK,367000,1,East Region,35,Low,13823500,440.2627413,8,2012,BD,11,BEDOK,BEDOK,4
4609.563846,88.51162791,433337.2093,BEDOK,408000,1,East Region,43,Mid,18633500,454.8372231,8,2012,BD,11,BEDOK,BEDOK,4
4840.640588,90.69047619,468630.9524,BEDOK,439000,1,East Region,42,High,19682500,480.0645457,8,2012,BD,11,BEDOK,BEDOK,4
4457.894737,95,448865.3846,BEDOK,423500,1,East Region,26,Low,11670500,438.9578857,9,2012,BD,11,BEDOK,BEDOK,4
4642.22308,83.58064516,420338.7097,BEDOK,388000,1,East Region,31,Mid,13030500,467.2227843,9,2012,BD,11,BEDOK,BEDOK,4
4567.646486,91.73214286,460569.2857,BEDOK,419000,1,East Region,56,High,25791880,466.4485844,9,2012,BD,11,BEDOK,BEDOK,4
4550.724638,103.5,498333.3333,BISHAN,471000,1,Central Region,6,Low,2990000,447.3113662,1,2012,BS,6,BISHAN,BISHAN,3
5347.222222,108,566600,BISHAN,577500,1,Central Region,10,Mid,5666000,487.3973463,1,2012,BS,6,BISHAN,BISHAN,3
5258.683729,99.45454546,500616,BISHAN,523000,1,Central Region,11,High,5506776,467.6386893,1,2012,BS,6,BISHAN,BISHAN,3
4824.649298,110.8888889,587000,BISHAN,535000,1,Central Region,9,Low,5283000,491.7908169,10,2012,BS,6,BISHAN,BISHAN,3
5951.310863,114.4285714,657714.2857,BISHAN,681000,1,Central Region,7,Mid,4604000,533.9900251,10,2012,BS,6,BISHAN,BISHAN,3
5553.79747,105.3333333,621500,BISHAN,585000,1,Central Region,18,High,11187000,548.1578662,10,2012,BS,6,BISHAN,BISHAN,3
5363.77709,92.28571429,505714.2857,BISHAN,495000,1,Central Region,7,Low,3540000,509.0976469,11,2012,BS,6,BISHAN,BISHAN,3
5544.943821,101.7142857,566285.7143,BISHAN,564000,1,Central Region,7,Mid,3964000,517.2303468,11,2012,BS,6,BISHAN,BISHAN,3
5802.109492,104.7894737,616105.2632,BISHAN,608000,1,Central Region,19,High,11706000,546.2200094,11,2012,BS,6,BISHAN,BISHAN,3
4399.656947,116.6,618177.6,BISHAN,513000,1,Central Region,5,Low,3090888,492.5440298,12,2012,BS,6,BISHAN,BISHAN,3
5678.792567,117.4545455,657272.7273,BISHAN,667000,1,Central Region,11,Mid,7230000,519.8836139,12,2012,BS,6,BISHAN,BISHAN,3
5591.170826,86.83333333,524000,BISHAN,485500,1,Central Region,12,High,6288000,560.6284845,12,2012,BS,6,BISHAN,BISHAN,3
4872.611465,78.5,406500,BISHAN,382500,1,Central Region,8,Low,3252000,481.0843606,2,2012,BS,6,BISHAN,BISHAN,3
5564.387917,89.85714286,479857.1429,BISHAN,500000,1,Central Region,7,Mid,3359000,496.1233917,2,2012,BS,6,BISHAN,BISHAN,3
5797.420336,109.8333333,605525,BISHAN,636750,1,Central Region,12,High,7266300,512.1866562,2,2012,BS,6,BISHAN,BISHAN,3
4859.622257,115.2352941,575898.5882,BISHAN,560000,1,Central Region,17,Low,9790276,464.2916197,3,2012,BS,6,BISHAN,BISHAN,3
5403.669725,109,586083.3333,BISHAN,589000,1,Central Region,24,Mid,14066000,499.5318904,3,2012,BS,6,BISHAN,BISHAN,3
5843.515541,116.625,661250,BISHAN,681500,1,Central Region,8,High,5290000,526.7497934,3,2012,BS,6,BISHAN,BISHAN,3
5021.057557,106.85,547600,BISHAN,536500,1,Central Region,20,Low,10952000,476.1231066,4,2012,BS,6,BISHAN,BISHAN,3
4947.409734,115.8181818,602909.0909,BISHAN,573000,1,Central Region,11,Mid,6632000,483.6213168,4,2012,BS,6,BISHAN,BISHAN,3
6239.130435,98.57142857,557714.2857,BISHAN,615000,1,Central Region,7,High,3904000,525.6432162,4,2012,BS,6,BISHAN,BISHAN,3
4803.331791,108.05,559900,BISHAN,519000,1,Central Region,20,Low,11198000,481.411036,5,2012,BS,6,BISHAN,BISHAN,3
4841.370557,112.5714286,608571.4286,BISHAN,545000,1,Central Region,7,Mid,4260000,502.2428089,5,2012,BS,6,BISHAN,BISHAN,3
5473.251031,104.1428571,563142.8571,BISHAN,570000,1,Central Region,7,High,3942000,502.3650728,5,2012,BS,6,BISHAN,BISHAN,3
5060.49822,93.66666667,476338.2222,BISHAN,474000,1,Central Region,18,Low,8574088,472.4552855,6,2012,BS,6,BISHAN,BISHAN,3
4850.746269,100.5,499875,BISHAN,487500,1,Central Region,8,Mid,3999000,462.0890752,6,2012,BS,6,BISHAN,BISHAN,3
5559.146736,96.6875,506437.5,BISHAN,537500,1,Central Region,16,High,8103000,486.6154245,6,2012,BS,6,BISHAN,BISHAN,3
4854.415274,104.75,528250,BISHAN,508500,1,Central Region,8,Low,4226000,468.5067148,7,2012,BS,6,BISHAN,BISHAN,3
5097.472924,103.875,536750,BISHAN,529500,1,Central Region,8,Mid,4294000,480.0554029,7,2012,BS,6,BISHAN,BISHAN,3
5348.16754,106.1111111,601500,BISHAN,567500,1,Central Region,18,High,10827000,526.6294175,7,2012,BS,6,BISHAN,BISHAN,3
4600.706714,94.33333333,505222.2222,BISHAN,434000,1,Central Region,9,Low,4547000,497.5624637,8,2012,BS,6,BISHAN,BISHAN,3
5011.56515,99.76923077,552446.1538,BISHAN,500000,1,Central Region,13,Mid,7181800,514.426907,8,2012,BS,6,BISHAN,BISHAN,3
5155.482817,101.8333333,557805.5556,BISHAN,525000,1,Central Region,18,High,10040500,508.8891848,8,2012,BS,6,BISHAN,BISHAN,3
4925.925924,111.8571429,600428.5714,BISHAN,551000,1,Central Region,7,Low,4203000,498.6869157,9,2012,BS,6,BISHAN,BISHAN,3
5576.815644,119.3333333,682981.48,BISHAN,665500,1,Central Region,6,Mid,4097888.88,531.7132723,9,2012,BS,6,BISHAN,BISHAN,3
6004.636787,107.8333333,640023.3333,BISHAN,647500,1,Central Region,12,High,7680280,551.4080762,9,2012,BS,6,BISHAN,BISHAN,3
4150.024594,92.40909091,398563.0909,BUKIT BATOK,383500,1,West Region,22,Low,8768388,400.6938954,1,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
3785.769829,91.85714286,406928.5714,BUKIT BATOK,347750,1,West Region,14,Mid,5697000,411.5623103,1,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4252.159827,88.19047619,413518.4762,BUKIT BATOK,375000,1,West Region,21,High,8683888,435.6157532,1,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4036.99422,96.11111111,431659.2593,BUKIT BATOK,388000,1,West Region,27,Low,11654800,417.2514059,10,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4333.696244,96.68421053,447236.8421,BUKIT BATOK,419000,1,West Region,19,Mid,8497500,429.7465141,10,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4458.278724,88.03846154,429811.5385,BUKIT BATOK,392500,1,West Region,52,High,22350200,453.5612787,10,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4235.201676,90.90476191,410994.6667,BUKIT BATOK,385000,1,West Region,21,Low,8630888,420.0296014,11,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4223.950233,91.85714286,424242.8571,BUKIT BATOK,388000,1,West Region,21,Mid,8909100,429.0737557,11,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4170.809095,85.95454546,428017.6364,BUKIT BATOK,358500,1,West Region,44,High,18832776,462.6186767,11,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4457.570714,100.1666667,472166.6667,BUKIT BATOK,446500,1,West Region,12,Low,5666000,437.9277322,12,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4520.547945,86.27272727,398381.8182,BUKIT BATOK,390000,1,West Region,11,Mid,4382200,428.9990473,12,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4468.577174,90.40909091,439444.3636,BUKIT BATOK,404000,1,West Region,22,High,9667776,451.566943,12,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
3802.816901,94.66666667,403725.8667,BUKIT BATOK,360000,1,West Region,15,Low,6055888,396.2048941,2,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
3876.097867,88.55555556,389944.4444,BUKIT BATOK,343250,1,West Region,18,Mid,7019000,409.0884999,2,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4411.764706,96.9,442749.7,BUKIT BATOK,427500,1,West Region,40,High,17709988,424.4874396,2,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4080.457194,87.49019608,382039.2157,BUKIT BATOK,357000,1,West Region,51,Low,19484000,405.6756125,3,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4324.065196,94.81818182,426715.1515,BUKIT BATOK,410000,1,West Region,33,Mid,14081600,418.0967447,3,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4784.573254,99.59090909,484944.3636,BUKIT BATOK,476500,1,West Region,22,High,10668776,452.379134,3,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
3979.93311,87.94117647,390989.9608,BUKIT BATOK,350000,1,West Region,51,Low,19940488,413.0510027,4,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4450.145772,95.27777778,431429.5556,BUKIT BATOK,424000,1,West Region,36,Mid,15531464,420.6768565,4,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4761.055635,93.46666667,451266.6667,BUKIT BATOK,445000,1,West Region,15,High,6769000,448.5458533,4,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
3974.423963,92.34042553,408065.9574,BUKIT BATOK,367000,1,West Region,47,Low,19179100,410.5526311,5,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4276.972625,97.03125,425531.25,BUKIT BATOK,415000,1,West Region,32,Mid,13617000,407.4273494,5,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
5002.544529,98.25,498000,BUKIT BATOK,491500,1,West Region,16,High,7968000,470.8983073,5,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4165.194804,101.3157895,442546.7368,BUKIT BATOK,422000,1,West Region,19,Low,8408388,405.8002923,6,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4244.380679,83.64,381480,BUKIT BATOK,355000,1,West Region,25,Mid,9537000,423.7289096,6,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4803.583736,106.1707317,497846.0488,BUKIT BATOK,510000,1,West Region,41,High,20411688,435.6328284,6,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4074.626866,90.92857143,397403.5714,BUKIT BATOK,370500,1,West Region,28,Low,11127300,406.0333847,7,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4202.801868,85.65714286,383353.9429,BUKIT BATOK,360000,1,West Region,35,Mid,13417388,415.7829688,7,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4468.491087,90.52272727,427997.75,BUKIT BATOK,404500,1,West Region,44,High,18831901,439.2524592,7,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4077.2929,90.13333333,400383.3,BUKIT BATOK,367500,1,West Region,30,Low,12011499,412.6870754,8,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
3993.055556,86.4,396992.5333,BUKIT BATOK,345000,1,West Region,15,Mid,5954888,426.8732511,8,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4811.275105,100.804878,488324.0976,BUKIT BATOK,485000,1,West Region,41,High,20021288,450.0460489,8,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4412.470024,90.65217391,395347.8261,BUKIT BATOK,400000,1,West Region,23,Low,9093000,405.1645852,9,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4361.866126,88.03571429,404424.5714,BUKIT BATOK,384000,1,West Region,28,Mid,11323888,426.784843,9,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
4750.234156,94.20588235,468591.1765,BUKIT BATOK,447500,1,West Region,34,High,15932100,462.1111321,9,2012,BK,4,BUKIT BATOK,BUKIT BATOK,5
5332.749562,81.57142857,492920.5714,BUKIT MERAH,435000,1,Central Region,14,Low,6900888,561.3958795,1,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5854.219949,65.16666667,384833.3333,BUKIT MERAH,381500,1,Central Region,12,Mid,4618000,548.6274347,1,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
7286.463799,89.34375,572336.375,BUKIT MERAH,651000,1,Central Region,32,High,18314764,595.1377751,1,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
6600,88.63636364,544818.1818,BUKIT MERAH,585000,1,Central Region,11,Low,5993000,571.0445718,10,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5952.490421,81.5625,515368,BUKIT MERAH,485500,1,Central Region,16,Mid,8245888,587.0259035,10,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
7494.910941,91.39534884,615669.2093,BUKIT MERAH,685000,1,Central Region,43,High,26473776,625.8261198,10,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
6551.724138,87,540430.5,BUKIT MERAH,570000,1,Central Region,16,Low,8646888,577.099827,11,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5937.181664,90.61538462,532730.7692,BUKIT MERAH,538000,1,Central Region,13,Mid,6925500,546.1804976,11,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
7359.516616,82.75,563699.625,BUKIT MERAH,609000,1,Central Region,32,High,18038388,632.8635588,11,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
6578.386606,82.125,534687.5,BUKIT MERAH,540250,1,Central Region,8,Low,4277500,604.8601799,12,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
6616.541353,84.63636364,555090.9091,BUKIT MERAH,560000,1,Central Region,11,Mid,6106000,609.3088198,12,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
6213.238561,83.37037037,572259.2593,BUKIT MERAH,518000,1,Central Region,27,High,15451000,637.6926967,12,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
4814.814815,81,438083.3333,BUKIT MERAH,390000,1,Central Region,12,Low,5257000,502.4606522,2,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5532.163743,85.5,477071.4286,BUKIT MERAH,473000,1,Central Region,14,Mid,6679000,518.3792854,2,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
6525,88.88888889,564063.5556,BUKIT MERAH,580000,1,Central Region,36,High,20306288,589.536785,2,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
6432.586149,87.91176471,535770.2353,BUKIT MERAH,565500,1,Central Region,34,Low,18216188,566.1896555,3,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5275.362319,83.78571429,501892.8571,BUKIT MERAH,442000,1,Central Region,28,Mid,14053000,556.5079644,3,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
7343.75,96,648250.3111,BUKIT MERAH,705000,1,Central Region,45,High,29171264,627.3383632,3,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5144.405768,77.34615385,466069.2308,BUKIT MERAH,397900,1,Central Region,26,Low,12117800,559.8118088,4,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5209.109731,78.32432432,472451.027,BUKIT MERAH,408000,1,Central Region,37,Mid,17480688,560.3901408,4,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
7249.502982,88.76470588,603264.7059,BUKIT MERAH,643500,1,Central Region,34,High,20511000,631.390357,4,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5445.993915,83.91489362,482657.1915,BUKIT MERAH,457000,1,Central Region,47,Low,22684888,534.3552477,5,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5825.070159,82.23076923,501607.6923,BUKIT MERAH,479000,1,Central Region,26,Mid,13041800,566.7090924,5,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
7111.347329,94.075,639969.7,BUKIT MERAH,669000,1,Central Region,40,High,25598788,631.9977483,5,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5884.773663,88.36363636,522000,BUKIT MERAH,520000,1,Central Region,11,Low,5742000,548.8166378,6,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
4969.96337,85.3125,497625,BUKIT MERAH,424000,1,Central Region,16,Mid,7962000,541.900894,6,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
6553.293413,87.89473684,569247.0526,BUKIT MERAH,576000,1,Central Region,38,High,21631388,601.6837274,6,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5095.588235,75.55555556,456305.5556,BUKIT MERAH,385000,1,Central Region,18,Low,8213500,561.0734246,7,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
6912.076271,94.4,550400,BUKIT MERAH,652500,1,Central Region,10,Mid,5504000,541.6724862,7,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5991.408546,83.45283019,550828.0755,BUKIT MERAH,500000,1,Central Region,53,High,29193888,613.2045149,7,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5891.773309,78.14285714,491521.4286,BUKIT MERAH,460400,1,Central Region,14,Low,6881300,584.3640839,8,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5465.037339,73.65,445088.8,BUKIT MERAH,402500,1,Central Region,20,Mid,8901776,561.4411759,8,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
6165.865385,83.2,541239.4,BUKIT MERAH,513000,1,Central Region,40,High,21649576,604.360989,8,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
5118.27957,66.42857143,414464.2857,BUKIT MERAH,340000,1,Central Region,14,Low,5802500,579.6456035,9,2012,BM,6,BUKIT MERAH,BUKIT MERAH,8
