Planning Region,town,street_name,Flat_Type,Storey_Level,Resale Price,Area (SQM),Sales,Area Unit (PSF)
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,16 TO 18,690000,116.5,2,550.2417136
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,19 TO 21,634400,99.5,2,592.3391519
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,19 TO 21,715126.8571,116.7142857,7,569.2321459
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,22 TO 24,636666.6667,99.66666667,3,593.4614653
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,22 TO 24,721000,116.6666667,3,574.1413428
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,25 TO 27,668333.3333,100,3,620.9025849
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,25 TO 27,771666.6667,118.3333333,3,605.8330866
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,28 TO 30,640000,99,1,600.5858903
Central Region,BUKIT MERAH,TELOK BLANGAH DR,2 ROOM,01 TO 03,236777.7778,44.55555556,9,493.7071567
Central Region,BUKIT MERAH,TELOK BLANGAH DR,3 ROOM,01 TO 03,347606.383,69.72340426,47,463.1690219
Central Region,BUKIT MERAH,TELOK BLANGAH DR,4 ROOM,01 TO 03,492272.7273,96.36363636,11,474.5947627
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,01 TO 03,645428.5714,118.8571429,7,504.4907944
Central Region,BUKIT MERAH,TELOK BLANGAH DR,2 ROOM,01 TO 05,264666.6667,44.33333333,3,554.6247003
Central Region,BUKIT MERAH,TELOK BLANGAH DR,3 ROOM,01 TO 05,348500,65,6,498.1037042
Central Region,BUKIT MERAH,TELOK BLANGAH DR,4 ROOM,01 TO 05,539000,95,2,527.1030213
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,01 TO 05,650000,118,1,511.7545291
Central Region,BUKIT MERAH,TELOK BLANGAH DR,2 ROOM,04 TO 06,254966,45.77777778,18,517.4375116
Central Region,BUKIT MERAH,TELOK BLANGAH DR,3 ROOM,04 TO 06,368434.6491,71.61403509,57,477.9612268
Central Region,BUKIT MERAH,TELOK BLANGAH DR,4 ROOM,04 TO 06,515210.5263,95.15789474,19,503.0026209
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,04 TO 06,664928.5714,120,14,514.7828787
Central Region,BUKIT MERAH,TELOK BLANGAH DR,2 ROOM,06 TO 10,279000,44.5,2,582.4713089
Central Region,BUKIT MERAH,TELOK BLANGAH DR,3 ROOM,06 TO 10,387500,67.33333333,6,534.6529134
Central Region,BUKIT MERAH,TELOK BLANGAH DR,4 ROOM,06 TO 10,538250,92,4,543.5338008
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,06 TO 10,678000,120,1,524.902684
Central Region,BUKIT MERAH,TELOK BLANGAH DR,2 ROOM,07 TO 09,246000,44.55555556,18,512.9364828
Central Region,BUKIT MERAH,TELOK BLANGAH DR,3 ROOM,07 TO 09,369804.9412,69.2745098,51,495.9405211
Central Region,BUKIT MERAH,TELOK BLANGAH DR,4 ROOM,07 TO 09,518384.8571,95.42857143,14,504.6662127
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,07 TO 09,711500,122.1,10,541.3642664
Central Region,BUKIT MERAH,TELOK BLANGAH DR,2 ROOM,10 TO 12,254963.6364,44.54545455,11,531.7471799
Central Region,BUKIT MERAH,TELOK BLANGAH DR,3 ROOM,10 TO 12,400232,72.44117647,34,513.2827392
Central Region,BUKIT MERAH,TELOK BLANGAH DR,4 ROOM,10 TO 12,545868,95.375,16,531.7205318
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,10 TO 12,682533.3333,121.7777778,9,520.6983087
Central Region,BUKIT MERAH,TELOK BLANGAH DR,2 ROOM,11 TO 15,298629.3333,44.33333333,3,625.7954831
Central Region,BUKIT MERAH,TELOK BLANGAH DR,4 ROOM,11 TO 15,555257.1429,93.71428571,7,550.4510447
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,11 TO 15,714000,119,2,557.4187794
Central Region,BUKIT MERAH,TELOK BLANGAH DR,2 ROOM,13 TO 15,258666.6667,45.83333333,6,524.3114822
Central Region,BUKIT MERAH,TELOK BLANGAH DR,3 ROOM,13 TO 15,382600,77.2,5,460.4240609
Central Region,BUKIT MERAH,TELOK BLANGAH DR,4 ROOM,13 TO 15,543833.3333,95,6,531.8296717
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,13 TO 15,739727.2727,121.8181818,11,564.1438568
Central Region,BUKIT MERAH,TELOK BLANGAH DR,2 ROOM,16 TO 18,300000,45,1,619.3541994
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,16 TO 18,731984,120.7142857,7,563.3434704
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,16 TO 20,688000,115,1,555.8030728
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,19 TO 21,720400,118.5714286,7,564.4480765
Central Region,BUKIT MERAH,TELOK BLANGAH DR,5 ROOM,22 TO 24,758333.3333,123.6666667,3,569.6890041
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,3 ROOM,01 TO 03,351630,71.9,20,454.3466978
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,01 TO 03,497078.2609,90.47826087,23,510.400242
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,01 TO 03,629800,116.6,10,501.8043843
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,3 ROOM,01 TO 05,413000,75,5,511.5865687
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,01 TO 05,528875,89.75,4,547.4556304
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,3 ROOM,04 TO 06,359591.5676,71,37,470.5236918
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,04 TO 06,501361.75,91,32,511.8469867
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,04 TO 06,709349.1429,113.2857143,14,581.7216759
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,3 ROOM,06 TO 10,408166.6667,68,6,557.6464832
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,06 TO 10,525629.3333,87.33333333,3,559.1520256
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,06 TO 10,690000,117,1,547.8902533
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,3 ROOM,07 TO 09,389619.04,71.52,25,506.1077781
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,07 TO 09,514579.3103,90.44827586,29,528.5454926
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,07 TO 09,709066.6667,113.8666667,15,578.5232375
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,3 ROOM,10 TO 12,408961.5385,73.26923077,26,518.5506458
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,10 TO 12,529500,90.9375,32,540.9452348
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,10 TO 12,695656.25,115.625,16,558.9504256
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,11 TO 15,583000,85,1,637.2061734
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,11 TO 15,722500,110,2,610.2046487
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,13 TO 15,552535.2727,90.90909091,11,564.6548184
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,13 TO 15,739916.6667,112,12,613.7551268
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,16 TO 18,570000,85,1,622.9974594
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,16 TO 18,756900,114.1,10,616.2872833
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,16 TO 20,643500,90,2,664.2573788
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,19 TO 21,625666.6667,88.33333333,3,658.034622
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,19 TO 21,737600,115.2,10,594.8380957
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,21 TO 25,638000,90,1,658.5799653
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,22 TO 24,583500,85,2,637.7526624
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,22 TO 24,806600,110.4,5,678.7650777
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,25 TO 27,630800,90,5,651.1477149
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,26 TO 30,615000,85,1,672.1814693
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,4 ROOM,28 TO 30,622800,88,5,657.5007876
Central Region,BUKIT MERAH,TELOK BLANGAH HTS,5 ROOM,28 TO 30,824600,110.4,5,693.9123272
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,3 ROOM,01 TO 03,309090.9091,62.86363636,22,456.7905158
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,4 ROOM,01 TO 03,410000,82,1,464.5156495
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,01 TO 03,640000,117,1,508.188061
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,3 ROOM,01 TO 05,315000,59,1,496.0082359
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,4 ROOM,01 TO 05,454000,82,2,514.3661095
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,3 ROOM,04 TO 06,312592.5333,62.35555556,45,465.7295484
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,4 ROOM,04 TO 06,434800,82,5,492.6131815
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,04 TO 06,651600,126.4,5,478.9215146
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,3 ROOM,06 TO 10,351666.6667,62.66666667,3,521.3446918
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,4 ROOM,06 TO 10,468000,82,1,530.2276195
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,3 ROOM,07 TO 09,342256.5,63.52941177,34,500.5036124
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,4 ROOM,07 TO 09,419033.3333,82,6,474.7501
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,07 TO 09,601944,115.5,2,484.1773301
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,3 ROOM,10 TO 12,337064.6154,63.65384615,26,491.9476142
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,4 ROOM,10 TO 12,427614.2857,82,7,484.4720187
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,10 TO 12,643166.6667,117.1666667,6,509.9760716
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,3 ROOM,11 TO 15,381000,70,1,505.6584642
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,11 TO 15,623000,117,1,494.6893157
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,3 ROOM,13 TO 15,323000,61,11,491.9296879
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,4 ROOM,13 TO 15,431250,82,4,488.5911558
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,13 TO 15,616560,117.8,5,486.2508809
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,16 TO 18,695000,119,1,542.5855066
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,19 TO 21,666500,115.5,2,536.1033427
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,21 TO 25,667000,114,1,543.5648039
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,22 TO 24,699722,118,4,550.9013887
Central Region,BUKIT MERAH,TELOK BLANGAH RISE,5 ROOM,25 TO 27,580000,117,1,460.5454303
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,04 TO 06,530000,67.33333333,3,731.2672107
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,04 TO 06,698700,94.6,10,686.1671973
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,07 TO 09,546666.6667,67.16666667,6,756.1346553
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,07 TO 09,740999.8,94.6,5,727.7082524
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,10 TO 12,567400,67.6,5,779.7815963
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,10 TO 12,785000,94,2,775.8399678
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,13 TO 15,581777.6,67.8,5,797.1823001
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,13 TO 15,746000,93.66666667,3,739.918878
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,16 TO 18,598250,67.25,4,826.4579549
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,16 TO 18,776347,94.5,8,763.2282137
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,19 TO 21,570000,68,2,778.7468242
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,19 TO 21,796648,94.66666667,6,781.8073166
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,22 TO 24,571266.6667,68,3,780.4773727
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,22 TO 24,801333.3333,94.66666667,6,786.4053672
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,25 TO 27,585000,68,1,799.2401617
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,25 TO 27,827000,94.33333333,3,814.4617148
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,28 TO 30,585000,68,1,799.2401617
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,28 TO 30,827600,94.6,5,812.7550773
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,31 TO 33,601250,68,4,821.4412773
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,31 TO 33,818750,95,4,800.6782906
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,34 TO 36,570000,68,1,778.7468242
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,34 TO 36,865000,94.66666667,6,848.8859933
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,3 ROOM,37 TO 39,598333.3333,68,3,817.4564617
Central Region,BUKIT MERAH,TELOK BLANGAH ST 31,4 ROOM,37 TO 39,861600,95,5,842.5824919
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,3 ROOM,01 TO 03,350000,59,1,551.1202622
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,4 ROOM,01 TO 03,379222,82,4,429.6452528
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,3 ROOM,01 TO 05,317500,59,2,499.9448092
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,4 ROOM,01 TO 05,455500,82,2,516.065557
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,3 ROOM,04 TO 06,291833.3333,60.83333333,6,445.6804944
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,4 ROOM,04 TO 06,424500,82,4,480.943642
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,4 ROOM,06 TO 10,505000,82,1,572.1473244
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,3 ROOM,07 TO 09,299285.7143,62.14285714,7,447.4300164
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,4 ROOM,07 TO 09,443600,82,10,502.5832735
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,3 ROOM,10 TO 12,304530,60.1,10,470.7452604
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,4 ROOM,10 TO 12,451236,82,8,511.2345942
Central Region,BUKIT MERAH,TELOK BLANGAH WAY,4 ROOM,13 TO 15,494722,82,4,560.5027102
Central Region,BUKIT MERAH,TIONG BAHRU RD,3 ROOM,01 TO 03,597989.3333,83.66666667,21,664.0049488
Central Region,BUKIT MERAH,TIONG BAHRU RD,4 ROOM,01 TO 03,686000,98.66666667,3,645.9278424
Central Region,BUKIT MERAH,TIONG BAHRU RD,3 ROOM,04 TO 06,610214.2857,88,14,644.2138302
Central Region,BUKIT MERAH,ZION RD,5 ROOM,01 TO 03,700000,117,1,555.8306917
Central Region,BUKIT MERAH,ZION RD,5 ROOM,04 TO 06,750000,119,1,585.523928
Central Region,BUKIT MERAH,ZION RD,5 ROOM,07 TO 09,775000,117,3,615.3839801
Central Region,BUKIT MERAH,ZION RD,5 ROOM,13 TO 15,834333.3333,117.6666667,3,658.7437228
Central Region,BUKIT MERAH,ZION RD,5 ROOM,16 TO 18,813750,117,4,646.1531792
Central Region,BUKIT MERAH,ZION RD,5 ROOM,21 TO 25,708000,114,1,576.9773331
Central Region,BUKIT MERAH,ZION RD,5 ROOM,22 TO 24,846666.6667,114,3,689.9823098
West Region,BUKIT PANJANG,BANGKIT RD,3 ROOM,01 TO 03,289000,73,12,367.7945828
West Region,BUKIT PANJANG,BANGKIT RD,4 ROOM,01 TO 03,355625.3333,102.2820513,39,323.0156819
West Region,BUKIT PANJANG,BANGKIT RD,5 ROOM,01 TO 03,426846.1538,123,13,322.4011681
West Region,BUKIT PANJANG,BANGKIT RD,EXECUTIVE,01 TO 03,569636.3636,145.0909091,11,364.7437419
West Region,BUKIT PANJANG,BANGKIT RD,3 ROOM,01 TO 05,317000,73,2,403.42866
West Region,BUKIT PANJANG,BANGKIT RD,4 ROOM,01 TO 05,386500,103,2,348.6122302
West Region,BUKIT PANJANG,BANGKIT RD,5 ROOM,01 TO 05,443000,122,1,337.3449717
West Region,BUKIT PANJANG,BANGKIT RD,3 ROOM,04 TO 06,299250,73,16,380.8392003
West Region,BUKIT PANJANG,BANGKIT RD,4 ROOM,04 TO 06,344466.303,101.0606061,33,316.6614465
West Region,BUKIT PANJANG,BANGKIT RD,5 ROOM,04 TO 06,437230.7692,122.9230769,13,330.4514333
West Region,BUKIT PANJANG,BANGKIT RD,EXECUTIVE,04 TO 06,557600,144.2,5,359.2426161
West Region,BUKIT PANJANG,BANGKIT RD,4 ROOM,06 TO 10,384250,99.25,4,359.6778606
West Region,BUKIT PANJANG,BANGKIT RD,5 ROOM,06 TO 10,455000,122,1,346.4829845
West Region,BUKIT PANJANG,BANGKIT RD,3 ROOM,07 TO 09,320215.3846,73,13,407.5207051
West Region,BUKIT PANJANG,BANGKIT RD,4 ROOM,07 TO 09,369701.1053,102.2894737,38,335.7763861
West Region,BUKIT PANJANG,BANGKIT RD,5 ROOM,07 TO 09,445416.6667,123.0833333,12,336.1998845
West Region,BUKIT PANJANG,BANGKIT RD,EXECUTIVE,07 TO 09,611000,146,1,388.7932354
West Region,BUKIT PANJANG,BANGKIT RD,3 ROOM,10 TO 12,311315.3846,73,13,396.1941592
West Region,BUKIT PANJANG,BANGKIT RD,4 ROOM,10 TO 12,366817.4286,99.07142857,28,343.9789626
West Region,BUKIT PANJANG,BANGKIT RD,5 ROOM,10 TO 12,449736,122,8,342.4744429
West Region,BUKIT PANJANG,BANGKIT RD,EXECUTIVE,10 TO 12,609750,146,4,387.9978319
West Region,BUKIT PANJANG,BANGKIT RD,EXECUTIVE,11 TO 15,594000,146,1,377.9757477
West Region,BUKIT PANJANG,BANGKIT RD,4 ROOM,13 TO 15,380600,106.4,5,332.3207824
West Region,BUKIT PANJANG,BANGKIT RD,5 ROOM,13 TO 15,461225,121.875,8,351.5835577
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,01 TO 03,349635.5932,97.33898305,59,333.7022837
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,01 TO 03,432960.5161,118.8709677,31,338.3785615
West Region,BUKIT PANJANG,BT PANJANG RING RD,EXECUTIVE,01 TO 03,552454.5455,140.2727273,11,365.892625
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,01 TO 05,398214.2857,99.14285714,7,373.1519807
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,01 TO 05,462000,120.5,2,356.192913
West Region,BUKIT PANJANG,BT PANJANG RING RD,EXECUTIVE,01 TO 05,570000,150,1,353.0318936
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,04 TO 06,356934.6506,96.59036145,83,343.3090602
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,04 TO 06,446417.76,118.36,50,350.4022233
West Region,BUKIT PANJANG,BT PANJANG RING RD,EXECUTIVE,04 TO 06,548500,141.7,10,359.6144443
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,06 TO 10,394875,102.25,4,358.7787132
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,06 TO 10,468000,118,4,368.463261
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,07 TO 09,372611.3684,97.2631579,76,355.9082711
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,07 TO 09,459614.6415,120.1509434,53,355.3832999
West Region,BUKIT PANJANG,BT PANJANG RING RD,EXECUTIVE,07 TO 09,577098.6667,141.1111111,9,379.9436627
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,10 TO 12,369119.3016,96.0952381,63,356.857833
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,10 TO 12,471815.7714,117.7714286,35,372.1884199
West Region,BUKIT PANJANG,BT PANJANG RING RD,EXECUTIVE,10 TO 12,612962.6667,151.6666667,3,375.4691225
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,11 TO 15,407000,97,2,389.8100399
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,11 TO 15,508400,111,2,425.5130743
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,13 TO 15,384079.52,95.4,25,374.027144
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,13 TO 15,488629.0811,115.2972973,37,393.7227677
West Region,BUKIT PANJANG,BT PANJANG RING RD,EXECUTIVE,13 TO 15,550000,130,1,393.0517035
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,16 TO 18,411917.0909,94.54545455,11,404.7617857
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,16 TO 18,513606.3333,114.9166667,24,415.2194568
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,16 TO 20,432500,90,2,446.4511521
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,16 TO 20,548888,122,1,417.9787965
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,19 TO 21,439812.5714,95.85714286,7,426.2589437
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,19 TO 21,513522.8235,115.7058824,17,412.3202435
West Region,BUKIT PANJANG,BT PANJANG RING RD,EXECUTIVE,19 TO 21,629333.3333,131,3,446.3132551
West Region,BUKIT PANJANG,BT PANJANG RING RD,4 ROOM,22 TO 24,435600,100.3333333,3,403.341562
West Region,BUKIT PANJANG,BT PANJANG RING RD,5 ROOM,22 TO 24,542984,121.1428571,7,416.4084807
West Region,BUKIT PANJANG,CASHEW RD,3 ROOM,01 TO 03,281333.3333,73,6,358.0376331
West Region,BUKIT PANJANG,CASHEW RD,4 ROOM,01 TO 03,332000,105,2,293.7508488
West Region,BUKIT PANJANG,CASHEW RD,EXECUTIVE,01 TO 03,579125,146.6666667,12,366.8353985
West Region,BUKIT PANJANG,CASHEW RD,3 ROOM,04 TO 06,292666.6667,73,12,372.46095
West Region,BUKIT PANJANG,CASHEW RD,4 ROOM,04 TO 06,371000,103,7,334.6316621
West Region,BUKIT PANJANG,CASHEW RD,EXECUTIVE,04 TO 06,592636.3636,146.5454545,11,375.7044069
West Region,BUKIT PANJANG,CASHEW RD,3 ROOM,06 TO 10,337500,73,2,429.5178951
West Region,BUKIT PANJANG,CASHEW RD,3 ROOM,07 TO 09,294228.5714,73,7,374.4487013
West Region,BUKIT PANJANG,CASHEW RD,4 ROOM,07 TO 09,394000,103,3,355.3770212
West Region,BUKIT PANJANG,CASHEW RD,EXECUTIVE,07 TO 09,623000,145.1666667,6,398.7048216
West Region,BUKIT PANJANG,CASHEW RD,3 ROOM,10 TO 12,306750,73,8,390.3840424
West Region,BUKIT PANJANG,CASHEW RD,4 ROOM,10 TO 12,394500,103,2,355.8280073
West Region,BUKIT PANJANG,CASHEW RD,EXECUTIVE,10 TO 12,647805.5,146.4375,16,410.9818764
West Region,BUKIT PANJANG,CASHEW RD,4 ROOM,11 TO 15,423000,103,1,381.5342131
West Region,BUKIT PANJANG,CASHEW RD,EXECUTIVE,13 TO 15,550000,142,1,359.8360665
West Region,BUKIT PANJANG,FAJAR RD,4 ROOM,01 TO 03,336071.4286,101.2857143,35,308.2575643
West Region,BUKIT PANJANG,FAJAR RD,5 ROOM,01 TO 03,405926.7273,122,22,309.1136351
West Region,BUKIT PANJANG,FAJAR RD,EXECUTIVE,01 TO 03,553490.6667,145.5,12,353.4090399
West Region,BUKIT PANJANG,FAJAR RD,4 ROOM,01 TO 05,391611,104,4,349.8258424
West Region,BUKIT PANJANG,FAJAR RD,5 ROOM,01 TO 05,432896,121.3333333,3,331.4620329
West Region,BUKIT PANJANG,FAJAR RD,3 ROOM,04 TO 06,315000,68,1,430.3600871
West Region,BUKIT PANJANG,FAJAR RD,4 ROOM,04 TO 06,354062.5,100.8541667,48,326.1492858
West Region,BUKIT PANJANG,FAJAR RD,5 ROOM,04 TO 06,430925.037,121.6296296,27,329.1491129
West Region,BUKIT PANJANG,FAJAR RD,EXECUTIVE,04 TO 06,536159.2,144.4,15,344.9506081
West Region,BUKIT PANJANG,FAJAR RD,4 ROOM,06 TO 10,392000,104,3,350.1733358
West Region,BUKIT PANJANG,FAJAR RD,5 ROOM,06 TO 10,441000,122,1,335.8219696
West Region,BUKIT PANJANG,FAJAR RD,EXECUTIVE,06 TO 10,533000,142,1,348.7138608
West Region,BUKIT PANJANG,FAJAR RD,3 ROOM,07 TO 09,320000,68,1,437.1911996
West Region,BUKIT PANJANG,FAJAR RD,4 ROOM,07 TO 09,365931.4286,101.9142857,35,333.5761499
West Region,BUKIT PANJANG,FAJAR RD,5 ROOM,07 TO 09,430433.6,120.72,25,331.2510657
West Region,BUKIT PANJANG,FAJAR RD,EXECUTIVE,07 TO 09,559875,143.5,8,362.4678736
West Region,BUKIT PANJANG,FAJAR RD,3 ROOM,10 TO 12,330000,68,1,450.8534245
West Region,BUKIT PANJANG,FAJAR RD,4 ROOM,10 TO 12,364437.0256,101.3589744,39,334.0339674
West Region,BUKIT PANJANG,FAJAR RD,5 ROOM,10 TO 12,438178.5714,122.5,14,332.3115163
West Region,BUKIT PANJANG,FAJAR RD,EXECUTIVE,10 TO 12,563580.7273,143.8181818,11,364.0597653
West Region,BUKIT PANJANG,FAJAR RD,5 ROOM,11 TO 15,467500,124.5,2,348.8531183
West Region,BUKIT PANJANG,FAJAR RD,EXECUTIVE,11 TO 15,580000,142,1,379.4634884
West Region,BUKIT PANJANG,FAJAR RD,3 ROOM,13 TO 15,342000,68,1,467.2480945
West Region,BUKIT PANJANG,FAJAR RD,4 ROOM,13 TO 15,401600,105,3,355.3323521
West Region,BUKIT PANJANG,FAJAR RD,5 ROOM,13 TO 15,452272.7273,125.1818182,11,335.6521941
