Year,Year-Month,Area (SQM),Total Resale Price,Average Resale Price,Median Resale Price,Flat_Type,Sales,Unit Area (PSF)
2014,2014-05,95.39632107,269904448.9,451345.2322,427500,4 ROOM,598,439.5492853
2014,2014-05,118.4982935,157316552,536916.5597,508000,5 ROOM,293,420.9447024
2014,2014-05,145.0111111,57564830,639609.2222,627500,EXECUTIVE,90,409.7734181
2014,2014-05,147,690000,690000,690000,MULTI-GENERATION,1,436.0759159
2014,2014-06,31,234000,234000,234000,1 ROOM,1,701.268787
2014,2014-06,45.35714286,3568000,254857.1429,256500,2 ROOM,14,522.0131772
2014,2014-06,68.65710594,134241330,346876.8217,330000,3 ROOM,387,469.3751941
2014,2014-06,95.66409186,213948744,446657.0856,425000,4 ROOM,479,433.7661127
2014,2014-06,118.4566038,144554545,545488.8491,500000,5 ROOM,265,427.8159241
2014,2014-06,143.5194805,50324889,653569.987,638000,EXECUTIVE,77,423.0693784
2014,2014-07,31,653000,217666.6667,215000,1 ROOM,3,652.3198261
2014,2014-07,47.16666667,4796500,266472.2222,261500,2 ROOM,18,524.8643847
2014,2014-07,68.33807339,148374348,340308.1376,325000,3 ROOM,436,462.6365589
2014,2014-07,96.06576402,225905462,436954.472,416000,4 ROOM,517,422.5692523
2014,2014-07,117.7536232,148798901,539126.4529,505000,5 ROOM,276,425.3502655
2014,2014-07,144.0392157,65420128,641373.8039,637500,EXECUTIVE,102,413.6764668
2014,2014-08,45.33333333,2350888,261209.7778,265000,2 ROOM,9,535.3060129
2014,2014-08,68.13856041,131671665,338487.5707,325000,3 ROOM,389,461.5089395
2014,2014-08,96.25693161,239079923,441922.2237,420000,4 ROOM,541,426.5246883
2014,2014-08,118.8398693,165402300,540530.3922,500000,5 ROOM,306,422.5599165
2014,2014-08,144.5952381,52151914,620856.119,610000,EXECUTIVE,84,398.9030167
2014,2014-09,31,210000,210000,210000,1 ROOM,1,629.3437832
2014,2014-09,45.66666667,3176000,264666.6667,263000,2 ROOM,12,538.4312784
2014,2014-09,68.5335512,154961632.9,337607.0433,322500,3 ROOM,459,457.6554177
2014,2014-09,95.91929825,247015707,433360.8895,408500,4 ROOM,570,419.7339195
2014,2014-09,118.1432927,170948144,521183.3659,485000,5 ROOM,328,409.8376204
2014,2014-09,143.2871287,64036540,634025.1485,620000,EXECUTIVE,101,411.0831256
2014,2014-09,147,686000,686000,686000,MULTI-GENERATION,1,433.5479396
2014,2014-10,31,848000,212000,209000,1 ROOM,4,635.3375336
2014,2014-10,44.46153846,3319000,255307.6923,255000,2 ROOM,13,533.4697027
2014,2014-10,68.27186813,151404968,332758.1714,320000,3 ROOM,455,452.8113332
2014,2014-10,96.50340909,268657582,436132.4383,415000,4 ROOM,616,419.8615257
2014,2014-10,118.2106667,194495656,518655.0827,485000,5 ROOM,375,407.6170271
2014,2014-10,144.814433,62674887,646132.8557,622500,EXECUTIVE,97,414.5150686
2014,2014-11,31,430000,215000,215000,1 ROOM,2,644.328159
2014,2014-11,46.1,2693800,269380,268000,2 ROOM,10,542.868658
2014,2014-11,68.24414634,135581373,330686.2756,320000,3 ROOM,410,450.1747281
2014,2014-11,96.31501832,234517570,429519.359,410000,4 ROOM,546,414.3039528
2014,2014-11,118.4548611,151761592,526949.9722,488500,5 ROOM,288,413.2823361
2014,2014-11,142.7263158,58673296.88,617613.6514,590500,EXECUTIVE,95,402.0158509
2014,2014-12,31,883000,220750,226500,1 ROOM,4,661.5601912
2014,2014-12,46.5,3158000,263166.6667,264000,2 ROOM,12,525.7850972
2014,2014-12,68.53157895,124667004,328071.0632,315000,3 ROOM,380,444.7413742
2014,2014-12,95.75717017,227019107,434070.9503,412000,4 ROOM,523,421.1334755
2014,2014-12,118.6056338,146830204,517007.7606,485000,5 ROOM,284,404.9692886
2014,2014-12,145.039604,64186276,635507.6832,593000,EXECUTIVE,101,407.065734
2015,2015-01,43.57142857,1804000,257714.2857,255000,2 ROOM,7,549.4991684
2015,2015-01,68.26218487,117226761,328366.2773,313000,3 ROOM,357,446.898308
2015,2015-01,96.02,219603579,439207.158,410000,4 ROOM,500,424.9502151
2015,2015-01,118.3972603,154688975.9,529756.7667,489000,5 ROOM,292,415.6858157
2015,2015-01,143.7553191,57152776,608008.2553,592500,EXECUTIVE,94,392.9306426
2015,2015-02,31,220000,220000,220000,1 ROOM,1,659.3125348
2015,2015-02,44.22222222,2265000,251666.6667,250000,2 ROOM,9,528.7075107
2015,2015-02,68.56265432,106645592,329153.0617,318000,3 ROOM,324,446.005919
2015,2015-02,96.38947368,208641625,439245.5263,405000,4 ROOM,475,423.3583049
2015,2015-02,117.369403,139429946,520260.9925,471500,5 ROOM,268,411.8098358
2015,2015-02,146.1216216,45987888,621457.9459,600000,EXECUTIVE,74,395.1187213
2015,2015-03,31,210000,210000,210000,1 ROOM,1,629.3437832
2015,2015-03,46.07142857,3530688,252192,247844,2 ROOM,14,508.5456836
2015,2015-03,68.75800971,133840316,324855.1359,310000,3 ROOM,412,438.9315372
2015,2015-03,96.23709369,226855788,433758.6769,405000,4 ROOM,523,418.7318752
2015,2015-03,118.9411765,157632744,515139.6863,485000,5 ROOM,306,402.3677133
2015,2015-03,143.4782609,58543551,636342.9457,614500,EXECUTIVE,92,412.0362973
2015,2015-04,31,208000,208000,208000,1 ROOM,1,623.3500329
2015,2015-04,44.40740741,6642188,246006.963,245000,2 ROOM,27,514.6622641
2015,2015-04,68.32588496,147177780,325614.5575,310000,3 ROOM,452,442.7401351
2015,2015-04,95.45759878,286568767,435514.8435,408444,4 ROOM,658,423.8603589
2015,2015-04,118.5564103,198473784,508907.1385,470000,5 ROOM,390,398.7896217
2015,2015-04,143.4705882,62760240,615296.4706,591000,EXECUTIVE,102,398.4298708
2015,2015-05,31,200000,200000,200000,1 ROOM,1,599.3750317
2015,2015-05,45.11111111,2296000,255111.1111,253000,2 ROOM,9,525.3832174
2015,2015-05,68.6725,129446492,323616.23,310000,3 ROOM,400,437.8020409
2015,2015-05,96.26212121,286352706,433867.7364,400000,4 ROOM,660,418.7282616
2015,2015-05,118.6212534,186662247,508616.4768,475000,5 ROOM,367,398.3439836
2015,2015-05,143.2230769,82899558,637688.9077,610000,EXECUTIVE,130,413.6435043
2015,2015-06,44.91666667,2998888,249907.3333,246444,2 ROOM,12,516.8943997
2015,2015-06,68.59904398,169741892,324554.2868,310000,3 ROOM,523,439.5412432
2015,2015-06,96.78157504,292994467,435355.8202,405000,4 ROOM,673,417.9092798
2015,2015-06,118.32021,197036726,517156.7612,480000,5 ROOM,381,406.0631888
2015,2015-06,144.5689655,73645144,634871.931,617500,EXECUTIVE,116,407.9823721
2015,2015-06,147,805000,805000,805000,MULTI-GENERATION,1,508.7552352
2015,2015-07,45.375,1964000,245500,246500,2 ROOM,8,502.6494411
2015,2015-07,68.30120192,134917856,324321.7692,310000,3 ROOM,416,441.1416873
2015,2015-07,95.83359498,270287434,424313.0832,398000,4 ROOM,637,411.3381482
2015,2015-07,118.5418848,193714308,507105.5183,460000,5 ROOM,382,397.4265292
2015,2015-07,144.1481481,67001304,620382.4444,617500,EXECUTIVE,108,399.8349723
2015,2015-08,44.63636364,2664000,242181.8182,238000,2 ROOM,11,504.0609737
2015,2015-08,68.54731707,133430720,325440.7805,310000,3 ROOM,410,441.0744052
2015,2015-08,95.45359019,247308018,433113.8669,400000,4 ROOM,571,421.541335
2015,2015-08,118.8040346,180952724,521477.5908,475000,5 ROOM,347,407.7883426
2015,2015-08,142.8181818,67256751,611425.0091,593750,EXECUTIVE,110,397.7315516
2015,2015-09,31,430000,215000,215000,1 ROOM,2,644.328159
2015,2015-09,44.66666667,1433000,238833.3333,236500,2 ROOM,6,496.7544222
2015,2015-09,68.22363184,128911535,320675.4602,310000,3 ROOM,402,436.6779242
2015,2015-09,96.38271812,258830312.9,434279.0485,400000,4 ROOM,596,418.6007994
2015,2015-09,118.1675978,181641212,507377.6872,470000,5 ROOM,358,398.8993267
2015,2015-09,142.5373134,82292928,614126.3284,581000,EXECUTIVE,134,400.2759466
2015,2015-10,31,410000,205000,205000,1 ROOM,2,614.3594074
2015,2015-10,44.86666667,3749500,249966.6667,246500,2 ROOM,15,517.5932921
2015,2015-10,67.90682731,160398296.9,322084.9335,308000,3 ROOM,498,440.6434464
2015,2015-10,96.41340782,307878756,429998.2626,400000,4 ROOM,716,414.3426246
2015,2015-10,118.2715405,195415239,510222.5561,461000,5 ROOM,383,400.7834195
2015,2015-10,143.6791045,82572940,616215.9701,600000,EXECUTIVE,134,398.4461939
2015,2015-11,31,195000,195000,195000,1 ROOM,1,584.3906559
2015,2015-11,46.875,3927500,245468.75,240000,2 ROOM,16,486.5027236
2015,2015-11,68.80759494,128724764,325885.4785,310000,3 ROOM,395,440.0063826
2015,2015-11,95.6779661,257079524,435728.0068,402000,4 ROOM,590,423.0910968
2015,2015-11,119.2335329,171729986,514161.6347,475000,5 ROOM,334,400.6190538
2015,2015-11,144.238806,82508616,615735.9403,600000,EXECUTIVE,134,396.5908873
2015,2015-12,43.16666667,2936888,244740.6667,239500,2 ROOM,12,526.7298984
2015,2015-12,67.9677665,127824044,324426.5076,308444,3 ROOM,394,443.4489985
2015,2015-12,96.3012939,233698493.9,431975.0349,402000,4 ROOM,541,416.7320205
2015,2015-12,118.622807,179947957,526163.617,476500,5 ROOM,342,412.0813534
2015,2015-12,143.8699187,75913224,617180.6829,602500,EXECUTIVE,123,398.5406934
2016,2016-01,43.6,2303500,230350,228500,2 ROOM,10,490.8311003
2016,2016-01,69.07542373,114651604,323874.5876,310000,3 ROOM,354,435.5957772
2016,2016-01,96.48237477,230358724,427381.6772,400000,4 ROOM,539,411.5269299
2016,2016-01,118.7112676,146703744,516562.4789,479000,5 ROOM,284,404.2604552
2016,2016-01,144,59067440,635133.7634,620000,EXECUTIVE,93,409.7632954
2016,2016-02,31,200000,200000,200000,1 ROOM,1,599.3750317
2016,2016-02,43.875,1926888,240861,239000,2 ROOM,8,510.0111857
2016,2016-02,68.27516129,98548008,317896.8,305000,3 ROOM,310,432.567381
2016,2016-02,95.43522267,212827304,430824.502,400000,4 ROOM,494,419.3938418
2016,2016-02,119.0862069,150692744,519630.1517,476500,5 ROOM,290,405.3808476
2016,2016-02,144.1340206,61136704,630275.299,613888,EXECUTIVE,97,406.2507084
2016,2016-03,47.23529412,4348776,255810.3529,245000,2 ROOM,17,503.1318825
2016,2016-03,68.11564626,142389111,322877.8027,309000,3 ROOM,441,440.373983
2016,2016-03,95.8429003,287231400,433884.29,405000,4 ROOM,662,420.5758427
2016,2016-03,118.6520619,203576952,524682.866,478444,5 ROOM,388,410.8203405
2016,2016-03,143.5136986,88561340,606584.5205,590000,EXECUTIVE,146,392.6705328
2016,2016-03,163,688000,688000,688000,MULTI-GENERATION,1,392.1310023
2016,2016-04,44.15789474,4644000,244421.0526,250000,2 ROOM,19,514.2337727
2016,2016-04,68.25285088,148106591,324795.1557,310000,3 ROOM,456,442.098552
2016,2016-04,96.41161616,344202084.9,434598.592,402352.5,4 ROOM,792,418.7832448
2016,2016-04,117.9214781,226373515,522802.5751,470000,5 ROOM,433,411.884216
