Year,Planning Region,HDB Town,Storey_Level,Area (SQM),Total Resale Price,Average Resale Price,Median Resale Price,Unit Area (PSF),Sales
2018,West Region,CHOA CHU KANG,Low,109.5517241,51047964,352054.9241,330000,298.5530772,145
2018,West Region,CHOA CHU KANG,Mid,113.875,86838908,387673.6964,366900,316.2774953,224
2018,West Region,CHOA CHU KANG,High,109.5301418,217007090,384764.344,370000,326.3559348,564
2018,West Region,CLEMENTI,Low,86.98630137,29564300,404990.411,335000,432.5379533,73
2018,West Region,CLEMENTI,Mid,88.42342342,50061253,451002.2793,388000,473.8509517,111
2018,West Region,CLEMENTI,High,87.03311258,152715043,505678.9503,455833,539.7848683,302
2018,West Region,JURONG EAST,Low,96.51136364,33854217,384707.0114,365000,370.3241163,88
2018,West Region,JURONG EAST,Mid,93.31775701,41392164,386842.6542,368000,385.1238447,107
2018,West Region,JURONG EAST,High,100.4659864,133657921,454618.7789,441500,420.3960862,294
2018,West Region,JURONG WEST,Low,100.9194631,103001392,345642.255,346500,318.1868625,298
2018,West Region,JURONG WEST,Mid,103.1289474,143331577,377188.3605,372069,339.7880047,380
2018,West Region,JURONG WEST,High,101.6016949,374500834,396716.9852,397500,362.7523108,944
2019,Central Region,BISHAN,Low,106.8571429,51765264,568849.0549,548000,494.5655128,91
2019,Central Region,BISHAN,Mid,106.2631579,55735240,586686.7368,562000,512.9250364,95
2019,Central Region,BISHAN,High,109.6363636,154591356,669226.6494,660000,567.0860313,231
2019,Central Region,BUKIT MERAH,Low,83.95934959,57935764,471022.4715,484800,521.1981998,123
2019,Central Region,BUKIT MERAH,Mid,83.04968944,75003253,465858.7143,418000,521.1305779,161
2019,Central Region,BUKIT MERAH,High,90.04020101,359742352,602583.5042,640000,621.7433207,597
2019,Central Region,BUKIT TIMAH,Low,132.3,8491776,849177.6,855000,596.3057966,10
2019,Central Region,BUKIT TIMAH,Mid,112.2352941,12117500,712794.1176,700000,590.0176502,17
2019,Central Region,BUKIT TIMAH,High,105.8181818,30285776,688313.0909,675000,604.3048501,44
2019,Central Region,CENTRAL AREA,Low,79.27272727,4782000,434727.2727,440000,509.4756505,11
2019,Central Region,CENTRAL AREA,Mid,78.77777778,14165776,524658.3704,435000,618.7329233,27
2019,Central Region,CENTRAL AREA,High,82.81333333,96688929,644592.86,567500,723.1286533,150
2019,Central Region,GEYLANG,Low,77.45769231,36838388,354215.2692,292500,424.8475031,104
2019,Central Region,GEYLANG,Mid,80.62965517,56242052,387876.2207,360888,446.9188767,145
2019,Central Region,GEYLANG,High,85.25173611,132360338,459584.5069,406944,500.8324886,288
2019,Central Region,KALLANG/WHAMPOA,Low,88.94186047,41402666,481426.3488,472500,502.8679903,86
2019,Central Region,KALLANG/WHAMPOA,Mid,84.16949153,52085483,441402.3983,382500,487.2034226,118
2019,Central Region,KALLANG/WHAMPOA,High,87.71212121,208844134,527384.1768,495500,558.5960071,396
2019,Central Region,MARINE PARADE,Low,79.47619048,8448000,402285.7143,320000,470.2490362,21
2019,Central Region,MARINE PARADE,Mid,85.25925926,12769664,472950.5185,392000,515.3526297,27
2019,Central Region,MARINE PARADE,High,84.68831169,39779968,516622.961,470000,566.7357054,77
2019,Central Region,QUEENSTOWN,Low,75.36486487,30509688,412293.0811,299000,508.2383912,74
2019,Central Region,QUEENSTOWN,Mid,76.71698113,47884562,451741.1509,357500,547.0518549,106
2019,Central Region,QUEENSTOWN,High,84.671875,228654771,595455.1328,645000,653.3414497,384
2019,Central Region,TOA PAYOH,Low,82.41538462,47126676,362512.8923,281500,408.6443628,130
2019,Central Region,TOA PAYOH,Mid,82.88965517,55002321,379326.3517,298000,425.1508256,145
2019,Central Region,TOA PAYOH,High,88.69444444,223159886,516573.8102,468000,541.0860183,432
2019,East Region,BEDOK,Low,86.34765625,92426940,361042.7344,329000,388.4529298,256
2019,East Region,BEDOK,Mid,88.42560554,110758402,383247.0657,330000,402.6531876,289
2019,East Region,BEDOK,High,89.69435216,250703829,416451.5432,368000,431.3499221,602
2019,East Region,PASIR RIS,Low,122.4496124,61775275,478878.1008,460000,363.3271967,129
2019,East Region,PASIR RIS,Mid,119.7160494,77926725,481029.1667,470000,373.2925985,162
2019,East Region,PASIR RIS,High,120.8163265,150205698,510903.7347,490000,392.8654131,294
2019,East Region,TAMPINES,Low,103.4308176,137662076,432899.6101,420000,388.8369989,318
2019,East Region,TAMPINES,Mid,104.0191388,190461978,455650.6651,430000,406.957541,418
2019,East Region,TAMPINES,High,101.9172821,329874730,487259.5716,460000,444.1635249,677
2019,North Region,SEMBAWANG,Low,103.0582524,36899776,358250.2524,342000,322.9490988,103
2019,North Region,SEMBAWANG,Mid,99.33082707,47451464.88,356777.9314,355000,333.6908338,133
2019,North Region,SEMBAWANG,High,98.11793612,152097448,373703.8034,375000,353.8420637,407
2019,North Region,WOODLANDS,Low,106.8215223,135628740,355980.9449,348000,309.5981339,381
2019,North Region,WOODLANDS,Mid,105.3220339,171697472,363765.8305,352500,320.8728787,472
2019,North Region,WOODLANDS,High,104.5611052,359422172,381957.6748,370000,339.3715418,941
2019,North Region,YISHUN,Low,93.14673913,124027552,337031.3913,305000,336.1499439,368
2019,North Region,YISHUN,Mid,94.17263158,170360758,358654.2274,325000,353.8193604,475
2019,North Region,YISHUN,High,93.61034847,370686878,391432.8173,386000,388.4755742,947
2019,North-East Region,ANG MO KIO,Low,80.04142012,53379152,315852.9704,272000,366.6068081,169
2019,North-East Region,ANG MO KIO,Mid,79.84297521,81452692,336581.3719,291000,391.6369954,242
2019,North-East Region,ANG MO KIO,High,87.59300184,232424789,428038.2855,370000,453.9871405,543
2019,North-East Region,HOUGANG,Low,101.8382353,82549784,404655.8039,360000,369.1520244,204
2019,North-East Region,HOUGANG,Mid,101.5043478,97634084,424496.0174,388000,388.5253144,230
2019,North-East Region,HOUGANG,High,98.48876405,227976851,426922.9419,410500,402.710684,534
2019,North-East Region,PUNGGOL,Low,95.53043478,47424964,412390.9913,405000,401.0492983,115
2019,North-East Region,PUNGGOL,Mid,95.75369458,89039400,438617.734,430000,425.5601885,203
2019,North-East Region,PUNGGOL,High,94.96437055,398188507,472907.9656,463444,462.6433041,842
2019,North-East Region,SENGKANG,Low,99.44976077,83998240,401905.4545,390000,375.4486121,209
2019,North-East Region,SENGKANG,Mid,100.1311475,133041028,436200.0918,420000,404.7127671,305
2019,North-East Region,SENGKANG,High,97.32552693,577479521,450803.6854,436000,430.319513,1281
2019,North-East Region,SERANGOON,Low,105.1619048,49300684,469530.3238,445000,414.7969435,105
2019,North-East Region,SERANGOON,Mid,98.53846154,53194578,454654.5128,427000,428.6532041,117
2019,North-East Region,SERANGOON,High,101.3162791,110069816,511952.6326,490000,469.4408674,215
2019,West Region,BUKIT BATOK,Low,96.77319588,67970504,350363.4227,325500,336.3520061,194
2019,West Region,BUKIT BATOK,Mid,94.7826087,82029239,356648.8652,329000,349.5767453,230
2019,West Region,BUKIT BATOK,High,98.24888889,179523468,398941.04,385000,377.234508,450
2019,West Region,BUKIT PANJANG,Low,103.0526316,57318164,377093.1842,362500,339.9538327,152
2019,West Region,BUKIT PANJANG,Mid,103.4973822,75977840,397789.7382,392500,357.0709803,191
2019,West Region,BUKIT PANJANG,High,101.3737374,265834839,447533.399,440000,410.1383118,594
2019,West Region,CHOA CHU KANG,Low,113.0379747,57645000,364841.7722,345000,299.854475,158
2019,West Region,CHOA CHU KANG,Mid,111.2895928,83037795,375736.629,355000,313.6601365,221
2019,West Region,CHOA CHU KANG,High,111.0606618,215207344,395601.7353,374500,330.9240087,544
2019,West Region,CLEMENTI,Low,85.26373626,35249000,387351.6484,320000,422.0572788,91
2019,West Region,CLEMENTI,Mid,79.18095238,38921052,370676.6857,338000,434.91551,105
2019,West Region,CLEMENTI,High,89.77031802,141750131,500883.8551,465000,518.3637408,283
2019,West Region,JURONG EAST,Low,98.89130435,34440276,374350.8261,340000,351.6827254,92
2019,West Region,JURONG EAST,Mid,99.45,55121264,393723.3143,370000,367.8042053,140
2019,West Region,JURONG EAST,High,96.72014925,113031948,421761,400000,405.1163824,268
2019,West Region,JURONG WEST,Low,102.2630058,121875144,352240.3006,346000,320.0006312,346
2019,West Region,JURONG WEST,Mid,104.3095238,159886820,380682.9048,377000,339.0546909,420
2019,West Region,JURONG WEST,High,101.8317359,375594208.8,399993.8325,408000,364.9223757,939
2020,Central Region,BISHAN,Low,108.8,5875000,587500,620000,501.6598237,10
2020,Central Region,BISHAN,Mid,113.7857143,8861000,632928.5714,600000,516.7700151,14
2020,Central Region,BISHAN,High,111,10482888,655180.5,680000,548.3632352,16
2020,Central Region,BUKIT MERAH,Low,84.75,4188500,523562.5,586500,573.9303239,8
2020,Central Region,BUKIT MERAH,Mid,81.30769231,6623000,509461.5385,540000,582.1167733,13
2020,Central Region,BUKIT MERAH,High,87.87804878,26318552,641915.9024,685000,678.6222191,41
2020,Central Region,BUKIT TIMAH,High,98.5,2508946,627236.5,589029,591.5962847,4
2020,Central Region,CENTRAL AREA,Low,84,825000,412500,412500,456.2207272,2
2020,Central Region,CENTRAL AREA,Mid,72,375000,375000,375000,483.8704683,1
2020,Central Region,CENTRAL AREA,High,74.25,2110000,527500,392000,660.018869,4
2020,Central Region,GEYLANG,Low,83.62307692,4829500,371500,338000,412.7271326,13
2020,Central Region,GEYLANG,Mid,72.5,1654000,275666.6667,202500,353.2454641,6
2020,Central Region,GEYLANG,High,80.22692308,10459088,402272.6154,367500,465.8334585,26
2020,Central Region,KALLANG/WHAMPOA,Low,92.66666667,4628000,514222.2222,518000,515.5343947,9
2020,Central Region,KALLANG/WHAMPOA,Mid,100.8333333,3077500,512916.6667,553250,472.5774914,6
2020,Central Region,KALLANG/WHAMPOA,High,92.45714286,18120400,517725.7143,490000,520.2230764,35
2020,Central Region,MARINE PARADE,Low,65,298000,298000,298000,425.9251186,1
2020,Central Region,MARINE PARADE,Mid,75.5,2346000,391000,400000,481.1274675,6
2020,Central Region,MARINE PARADE,High,71.5,1558000,389500,349000,506.0946727,4
2020,Central Region,QUEENSTOWN,Low,60.75,1079888,269972,265000,412.85998,4
2020,Central Region,QUEENSTOWN,Mid,77.33333333,2298900,383150,279450,460.2909598,6
2020,Central Region,QUEENSTOWN,High,84.58823529,19089888,561467.2941,578000,616.6586734,34
2020,Central Region,TOA PAYOH,Low,84.78571429,5174088,369577.7143,387544,404.9612212,14
2020,Central Region,TOA PAYOH,Mid,72.81818182,3284000,298545.4545,265000,380.8912342,11
2020,Central Region,TOA PAYOH,High,87.38709677,15014076,484325.0323,398000,514.8965128,31
2020,East Region,BEDOK,Low,82.33333333,4089000,340750,334000,384.4948362,12
2020,East Region,BEDOK,Mid,98.80952381,8592888,409185.1429,335000,384.7258748,21
2020,East Region,BEDOK,High,91.63513514,31222488,421925.5135,387250,427.7638783,74
2020,East Region,PASIR RIS,Low,122.4285714,6705300,478950,475000,363.4441989,14
2020,East Region,PASIR RIS,Mid,106.3478261,11101500,482673.913,488000,421.653351,23
2020,East Region,PASIR RIS,High,108.03125,16271000,508468.75,528250,437.265498,32
2020,East Region,TAMPINES,Low,105.2272727,9687888,440358.5455,454000,388.784068,22
2020,East Region,TAMPINES,Mid,95.15151515,14102888,427360.2424,390000,417.2619223,33
2020,East Region,TAMPINES,High,102.25,34913440,484908.8889,471000,440.5824303,72
2020,North Region,SEMBAWANG,Low,85.71428571,2186000,312285.7143,335000,338.47707,7
2020,North Region,SEMBAWANG,Mid,93.6,1727000,345400,388000,342.8284302,5
2020,North Region,SEMBAWANG,High,97.42307692,9696888,372957.2308,372500,355.6538672,26
2020,North Region,WOODLANDS,Low,104.6470588,11956776,351669.8824,346500,312.204023,34
2020,North Region,WOODLANDS,Mid,110.2121212,12720000,385454.5455,375000,324.9182877,33
2020,North Region,WOODLANDS,High,96.57575758,23478276,355731.4545,342000,342.2035339,66
2020,North Region,YISHUN,Low,99.95121951,15159500,369743.9024,350000,343.6713025,41
2020,North Region,YISHUN,Mid,92.4,18164976,363299.52,369000,365.2777327,50
2020,North Region,YISHUN,High,89.85555556,34130164,379224.0444,366750,392.0859478,90
2020,North-East Region,ANG MO KIO,Low,84.09090909,7220000,328181.8182,285000,362.5732962,22
2020,North-East Region,ANG MO KIO,Mid,79.70833333,7675300,319804.1667,311250,372.7440632,24
2020,North-East Region,ANG MO KIO,High,92.56097561,19293676,470577.4634,450000,472.3169665,41
2020,North-East Region,HOUGANG,Low,106.4736842,8165888,429783.5789,400000,375.0057112,19
2020,North-East Region,HOUGANG,Mid,108.2173913,10191888,443125.5652,385000,380.4171534,23
2020,North-East Region,HOUGANG,High,94.2037037,23534776,435829.1852,391500,429.8121392,54
2020,North-East Region,PUNGGOL,Low,85.76923077,5085444,391188,410000,423.7252597,13
2020,North-East Region,PUNGGOL,Mid,91.45,8604000,430200,440000,437.0358282,20
2020,North-East Region,PUNGGOL,High,95.33333333,31871252,482897.7576,475000,470.5878997,66
2020,North-East Region,SENGKANG,Low,103.0952381,8750000,416666.6667,390000,375.4745435,21
2020,North-East Region,SENGKANG,Mid,97,14674888,419282.5143,410000,401.5737927,35
2020,North-East Region,SENGKANG,High,96.65546219,52884984,444411.6303,438000,427.1588018,119
2020,North-East Region,SERANGOON,Low,102.9,4820888,482088.8,442500,435.2532402,10
2020,North-East Region,SERANGOON,Mid,103.5714286,3617000,516714.2857,530000,463.4905115,7
2020,North-East Region,SERANGOON,High,90.1875,6850000,428125,376500,441.0162438,16
2020,West Region,BUKIT BATOK,Low,82.61538462,3878888,298376,260000,335.5315044,13
2020,West Region,BUKIT BATOK,Mid,93.61904762,7359800,350466.6667,330000,347.7865999,21
2020,West Region,BUKIT BATOK,High,107.4137931,12858300,443389.6552,400000,383.491594,29
2020,West Region,BUKIT PANJANG,Low,110.2666667,6368000,424533.3333,395000,357.682667,15
2020,West Region,BUKIT PANJANG,Mid,94,7463388,392809.8947,403000,388.2262625,19
2020,West Region,BUKIT PANJANG,High,96.43478261,29067864,421273.3913,420000,405.8454381,69
2020,West Region,CHOA CHU KANG,Low,108.1428571,4949000,353500,318000,303.6840092,14
2020,West Region,CHOA CHU KANG,Mid,96.05882353,5509888,324111.0588,340000,313.4634664,17
2020,West Region,CHOA CHU KANG,High,116.7083333,19604864,408434.6667,390000,325.1255314,48
2020,West Region,CLEMENTI,Low,87.66666667,1055000,351666.6667,360000,372.6722511,3
2020,West Region,CLEMENTI,Mid,83.22222222,3506888,389654.2222,350000,434.9811368,9
2020,West Region,CLEMENTI,High,94.13636364,13807442,627611,692500,619.3889801,22
2020,West Region,JURONG EAST,Low,105.375,2990000,373750,360000,329.5140669,8
2020,West Region,JURONG EAST,Mid,101.2,3780000,378000,367000,347.0097145,10
2020,West Region,JURONG EAST,High,100.5,9069000,453450,404000,419.1733757,20
2020,West Region,JURONG WEST,Low,102.8611111,12505600,347377.7778,355000,313.7481451,36
2020,West Region,JURONG WEST,Mid,112.375,12843783,401368.2188,394999,331.8208122,32
2020,West Region,JURONG WEST,High,105.6285714,29490052,421286.4571,415000,370.5326118,70
