Year,Year-Month,Planning Region,HDB Town,Storey_Level,Area (SQM),Total Resale Price,Average Resale Price,Median Resale Price,Unit Area (PSF),Sales
2012,2012-1,Central Region,BISHAN,Low,103.5,2990000,498333.3333,471000,447.3113662,6
2012,2012-1,Central Region,BISHAN,Mid,108,5666000,566600,577500,487.3973463,10
2012,2012-1,Central Region,BISHAN,High,99.45454546,5506776,500616,523000,467.6386893,11
2012,2012-1,Central Region,BUKIT MERAH,Low,81.57142857,6900888,492920.5714,435000,561.3958795,14
2012,2012-1,Central Region,BUKIT MERAH,Mid,65.16666667,4618000,384833.3333,381500,548.6274347,12
2012,2012-1,Central Region,BUKIT MERAH,High,89.34375,18314764,572336.375,651000,595.1377751,32
2012,2012-1,Central Region,BUKIT TIMAH,Low,122,658000,658000,658000,501.0677006,1
2012,2012-1,Central Region,BUKIT TIMAH,Mid,65,427000,427000,427000,610.3020995,1
2012,2012-1,Central Region,BUKIT TIMAH,High,104,605000,605000,605000,540.4460922,1
2012,2012-1,Central Region,CENTRAL AREA,Mid,66.5,1658000,414500,432500,579.0728924,4
2012,2012-1,Central Region,CENTRAL AREA,High,76.1,4951000,495100,494000,604.4197059,10
2012,2012-1,Central Region,GEYLANG,Low,81.66666667,7480000,415555.5556,370500,472.7315726,18
2012,2012-1,Central Region,GEYLANG,Mid,75.36363636,4341500,394681.8182,310000,486.5367171,11
2012,2012-1,Central Region,GEYLANG,High,77.12380952,8677888,413232.7619,381000,497.7790542,21
2012,2012-1,Central Region,KALLANG/WHAMPOA,Low,76.66666667,2860665,476777.5,354000,577.7494176,6
2012,2012-1,Central Region,KALLANG/WHAMPOA,Mid,88.42857143,3421000,488714.2857,425000,513.4436307,7
2012,2012-1,Central Region,KALLANG/WHAMPOA,High,85.28571429,13114688,468381.7143,415500,510.2158974,28
2012,2012-1,Central Region,MARINE PARADE,Mid,65,394000,394000,394000,563.1358951,1
2012,2012-1,Central Region,MARINE PARADE,High,99.6,3368888,673777.6,810000,628.4743765,5
2012,2012-1,Central Region,QUEENSTOWN,Low,62.375,2800000,350000,320000,521.3001277,8
2012,2012-1,Central Region,QUEENSTOWN,Mid,61.5,2998500,374812.5,370000,566.1992582,8
2012,2012-1,Central Region,QUEENSTOWN,High,85,11154888,557744.4,457500,609.6023582,20
2012,2012-1,Central Region,TOA PAYOH,Low,97.11111111,4533000,503666.6667,498000,481.841977,9
2012,2012-1,Central Region,TOA PAYOH,Mid,91.33333333,2891000,481833.3333,477500,490.1148696,6
2012,2012-1,Central Region,TOA PAYOH,High,87,13815876,476409.5172,422888,508.7348881,29
2012,2012-1,East Region,BEDOK,Low,86.14285714,8288000,394666.6667,392000,425.6391048,21
2012,2012-1,East Region,BEDOK,Mid,85.36666667,12077000,402566.6667,397500,438.106638,30
2012,2012-1,East Region,BEDOK,High,89.3125,20865668,434701.4167,418000,452.1777151,48
2012,2012-1,East Region,PASIR RIS,Low,120.2222222,4379000,486555.5556,492000,375.9915026,9
2012,2012-1,East Region,PASIR RIS,Mid,114.4,4672000,467200,435500,379.4085865,10
2012,2012-1,East Region,PASIR RIS,High,128.0769231,21510300,551546.1538,511000,400.074914,39
2012,2012-1,East Region,TAMPINES,Low,107.9655172,13419500,462741.3793,435000,398.1838236,29
2012,2012-1,East Region,TAMPINES,Mid,98.51428571,15615800,446165.7143,440000,420.7531021,35
2012,2012-1,East Region,TAMPINES,High,111.8666667,22630576,502901.6889,507000,417.6502467,45
2012,2012-1,North Region,SEMBAWANG,Low,101,2424000,404000,395500,371.6125196,6
2012,2012-1,North Region,SEMBAWANG,Mid,113,3145000,449285.7143,450000,369.3809653,7
2012,2012-1,North Region,SEMBAWANG,High,98.09090909,9541000,433681.8182,428500,410.7454877,22
2012,2012-1,North Region,WOODLANDS,Low,106.7307692,10684000,410923.0769,408000,357.6854198,26
2012,2012-1,North Region,WOODLANDS,Mid,106.0869565,18756352,407746.7826,409000,357.0745505,46
2012,2012-1,North Region,WOODLANDS,High,107.9310345,37406500,429959.7701,426000,370.0938156,87
2012,2012-1,North Region,YISHUN,Low,99.20689655,11290500,389327.5862,371000,364.5890818,29
2012,2012-1,North Region,YISHUN,Mid,86.04347826,8455000,367608.6957,331000,396.9155954,23
2012,2012-1,North Region,YISHUN,High,93.52272727,18112418,411645.8636,390500,408.9186689,44
2012,2012-1,North-East Region,ANG MO KIO,Low,83.89473684,7738800,407305.2632,408000,451.0406159,19
2012,2012-1,North-East Region,ANG MO KIO,Mid,77.15384615,4945888,380452.9231,342000,458.114133,13
2012,2012-1,North-East Region,ANG MO KIO,High,81.14583333,20127288.88,419318.5183,372500,480.0739752,48
2012,2012-1,North-East Region,HOUGANG,Low,97.7037037,11150276,412973.1852,410000,392.6821606,27
2012,2012-1,North-East Region,HOUGANG,Mid,102.7058824,7558000,444588.2353,420000,402.1545566,17
2012,2012-1,North-East Region,HOUGANG,High,101.9736842,17380488,457381.2632,466500,416.6972218,38
2012,2012-1,North-East Region,PUNGGOL,Low,107.4285714,3490000,498571.4286,505000,431.1594726,7
2012,2012-1,North-East Region,PUNGGOL,Mid,106.1111111,4477500,497500,500000,435.5746222,9
2012,2012-1,North-East Region,PUNGGOL,High,107.6666667,12943576,539315.6667,535000,465.3632827,24
2012,2012-1,North-East Region,SENGKANG,Low,100.5384615,5912000,454769.2308,463000,420.2320612,13
2012,2012-1,North-East Region,SENGKANG,Mid,108.35,10035000,501750,499750,430.2182319,20
2012,2012-1,North-East Region,SENGKANG,High,110.1311475,31985688,524355.541,527000,442.3296409,61
2012,2012-1,North-East Region,SERANGOON,Low,99.45454546,4869000,442636.3636,395000,413.4783725,11
2012,2012-1,North-East Region,SERANGOON,Mid,90,2147000,429400,400000,443.2511554,5
2012,2012-1,North-East Region,SERANGOON,High,104.4444444,4730000,525555.5556,522000,467.480643,9
2012,2012-1,West Region,BUKIT BATOK,Low,92.40909091,8768388,398563.0909,383500,400.6938954,22
2012,2012-1,West Region,BUKIT BATOK,Mid,91.85714286,5697000,406928.5714,347750,411.5623103,14
2012,2012-1,West Region,BUKIT BATOK,High,88.19047619,8683888,413518.4762,375000,435.6157532,21
2012,2012-1,West Region,BUKIT PANJANG,Low,109.0625,7017000,438562.5,428000,373.5823854,16
2012,2012-1,West Region,BUKIT PANJANG,Mid,101.7777778,7546888,419271.5556,420500,382.712618,18
2012,2012-1,West Region,BUKIT PANJANG,High,103.3714286,15719376,449125.0286,440000,403.642684,35
2012,2012-1,West Region,CHOA CHU KANG,Low,111.1,4342000,434200,413500,363.0831594,10
2012,2012-1,West Region,CHOA CHU KANG,Mid,117.2307692,5948000,457538.4615,463000,362.5904309,13
2012,2012-1,West Region,CHOA CHU KANG,High,111.3333333,16578776,460521.5556,452000,384.2864722,36
2012,2012-1,West Region,CLEMENTI,Low,69.7,3618500,361850,356500,482.3098645,10
2012,2012-1,West Region,CLEMENTI,Mid,73.2,3766500,376650,377500,478.0322934,10
2012,2012-1,West Region,CLEMENTI,High,81.73684211,8420500,443184.2105,392000,503.7287865,19
2012,2012-1,West Region,JURONG EAST,Low,94.83333333,2558888,426481.3333,394444,417.8008863,6
2012,2012-1,West Region,JURONG EAST,Mid,88,5144500,395730.7692,355000,417.779853,13
2012,2012-1,West Region,JURONG EAST,High,88.86956522,9343500,406239.1304,342000,424.6772966,23
2012,2012-1,West Region,JURONG WEST,Low,94.84615385,10118800,389184.6154,391500,381.2117562,26
2012,2012-1,West Region,JURONG WEST,Mid,102.71875,13226000,413312.5,404000,373.8170965,32
2012,2012-1,West Region,JURONG WEST,High,101.0759494,34980164,442786.8861,450000,406.9839349,79
2012,2012-10,Central Region,BISHAN,Low,110.8888889,5283000,587000,535000,491.7908169,9
2012,2012-10,Central Region,BISHAN,Mid,114.4285714,4604000,657714.2857,681000,533.9900251,7
2012,2012-10,Central Region,BISHAN,High,105.3333333,11187000,621500,585000,548.1578662,18
2012,2012-10,Central Region,BUKIT MERAH,Low,88.63636364,5993000,544818.1818,585000,571.0445718,11
2012,2012-10,Central Region,BUKIT MERAH,Mid,81.5625,8245888,515368,485500,587.0259035,16
2012,2012-10,Central Region,BUKIT MERAH,High,91.39534884,26473776,615669.2093,685000,625.8261198,43
2012,2012-10,Central Region,BUKIT TIMAH,Mid,91,577000,577000,577000,589.0670984,1
2012,2012-10,Central Region,BUKIT TIMAH,High,122,780000,780000,780000,593.9708305,1
2012,2012-10,Central Region,CENTRAL AREA,Low,86,430000,430000,430000,464.5156495,1
2012,2012-10,Central Region,CENTRAL AREA,Mid,73.75,1844000,461000,488000,580.7232934,4
2012,2012-10,Central Region,CENTRAL AREA,High,74.88888889,4580000,508888.8889,478000,631.3002003,9
2012,2012-10,Central Region,GEYLANG,Low,67.72727273,4129600,375418.1818,337000,514.9701547,11
2012,2012-10,Central Region,GEYLANG,Mid,79.38461539,5722800,440215.3846,368000,515.1802634,13
2012,2012-10,Central Region,GEYLANG,High,81.5516129,14074664,454021.4194,423000,517.2185982,31
2012,2012-10,Central Region,KALLANG/WHAMPOA,Low,94.5,5006000,500600,506000,492.140813,10
2012,2012-10,Central Region,KALLANG/WHAMPOA,Mid,78.25,5025000,418750,352500,497.1653118,12
2012,2012-10,Central Region,KALLANG/WHAMPOA,High,86.375,16291100,509096.875,459500,547.5738711,32
2012,2012-10,Central Region,MARINE PARADE,Low,70.66666667,1345000,448333.3333,418000,589.4090081,3
2012,2012-10,Central Region,MARINE PARADE,Mid,86.5,2209000,552250,493500,593.1300982,4
2012,2012-10,Central Region,MARINE PARADE,High,85.66666667,1740000,580000,555000,628.9939534,3
2012,2012-10,Central Region,QUEENSTOWN,Low,65.71428571,2698000,385428.5714,330000,544.8970532,7
2012,2012-10,Central Region,QUEENSTOWN,Mid,65,4166500,416650,370000,595.5090627,10
2012,2012-10,Central Region,QUEENSTOWN,High,78.30555556,20222776.88,561743.8022,469000,666.463025,36
2012,2012-10,Central Region,TOA PAYOH,Low,105.375,4443000,555375,554000,489.6424747,8
2012,2012-10,Central Region,TOA PAYOH,Mid,79.86666667,6363800,424253.3333,395000,493.5032872,15
2012,2012-10,Central Region,TOA PAYOH,High,87.44444444,14516688,537655.1111,540000,571.2180225,27
2012,2012-10,East Region,BEDOK,Low,86.07407407,11406500,422462.963,390000,455.980874,27
2012,2012-10,East Region,BEDOK,Mid,82.5,16788000,419700,401000,472.6235591,40
2012,2012-10,East Region,BEDOK,High,84.64705882,30258776,444982,422500,488.3834256,68
2012,2012-10,East Region,PASIR RIS,Low,123.32,13201000,528040,512000,397.7989679,25
2012,2012-10,East Region,PASIR RIS,Mid,122.0454545,11310888,514131.2727,514944,391.3656973,22
2012,2012-10,East Region,PASIR RIS,High,122.8918919,20587000,556405.4054,539000,420.6282682,37
2012,2012-10,East Region,TAMPINES,Low,101.8717949,18391000,471564.1026,470000,430.0481908,39
2012,2012-10,East Region,TAMPINES,Mid,105.0857143,17360388,496011.0857,480000,438.5085322,35
2012,2012-10,East Region,TAMPINES,High,100.3559322,28863800,489216.9492,478000,452.8858911,59
2012,2012-10,North Region,SEMBAWANG,Low,107.25,5442000,453500,460000,392.835146,12
2012,2012-10,North Region,SEMBAWANG,Mid,108.1818182,5062000,460181.8182,458000,395.1896165,11
2012,2012-10,North Region,SEMBAWANG,High,108.3666667,14700000,490000,495500,420.078748,30
2012,2012-10,North Region,WOODLANDS,Low,106.4186047,17946876,417369.2093,431000,364.3620963,43
2012,2012-10,North Region,WOODLANDS,Mid,105.6521739,20003488,434858.4348,437500,382.3840832,46
2012,2012-10,North Region,WOODLANDS,High,106.1744186,38447100,447059.3023,438000,391.1790522,86
2012,2012-10,North Region,YISHUN,Low,90.17647059,13295188,391034.9412,384000,402.858636,34
2012,2012-10,North Region,YISHUN,Mid,86.03703704,10552500,390833.3333,368000,422.0233656,27
2012,2012-10,North Region,YISHUN,High,90.2295082,24797240,406512.1311,403888,418.5576325,61
2012,2012-10,North-East Region,ANG MO KIO,Low,76.77272727,8764500,398386.3636,371500,482.0896874,22
2012,2012-10,North-East Region,ANG MO KIO,Mid,84.63157895,8324776,438146.1053,363000,480.9687476,19
2012,2012-10,North-East Region,ANG MO KIO,High,82.47058824,15055300,442802.9412,401500,498.8175791,34
2012,2012-10,North-East Region,HOUGANG,Low,104.6333333,14024888,467496.2667,446500,415.0863306,30
2012,2012-10,North-East Region,HOUGANG,Mid,102.5172414,13603300,469079.3103,465000,425.0888487,29
2012,2012-10,North-East Region,HOUGANG,High,96.22916667,22544568,469678.5,460000,453.4446698,48
2012,2012-10,North-East Region,PUNGGOL,Low,106.1111111,4706000,522888.8889,532000,457.8032768,9
2012,2012-10,North-East Region,PUNGGOL,Mid,111.5714286,7674500,548178.5714,543000,456.4565112,14
2012,2012-10,North-East Region,PUNGGOL,High,104,28444888,557742.902,555000,498.2313584,51
2012,2012-10,North-East Region,SENGKANG,Low,111.0714286,14640800,522885.7143,515000,437.3556734,28
2012,2012-10,North-East Region,SENGKANG,Mid,111.2727273,11761888,534631.2727,525000,446.3710003,22
2012,2012-10,North-East Region,SENGKANG,High,107.8533333,39816852,530891.36,528000,457.3012948,75
2012,2012-10,North-East Region,SERANGOON,Low,89.9,4544000,454400,407500,469.5793351,10
2012,2012-10,North-East Region,SERANGOON,Mid,91.46666667,7096600,473106.6667,425000,480.5366995,15
2012,2012-10,North-East Region,SERANGOON,High,92.46153846,6759776,519982.7692,510000,522.4661796,13
2012,2012-10,West Region,BUKIT BATOK,Low,96.11111111,11654800,431659.2593,388000,417.2514059,27
2012,2012-10,West Region,BUKIT BATOK,Mid,96.68421053,8497500,447236.8421,419000,429.7465141,19
2012,2012-10,West Region,BUKIT BATOK,High,88.03846154,22350200,429811.5385,392500,453.5612787,52
2012,2012-10,West Region,BUKIT PANJANG,Low,97.57142857,5905000,421785.7143,412500,401.6054042,14
2012,2012-10,West Region,BUKIT PANJANG,Mid,109.3809524,9656388,459828,450000,390.556669,21
2012,2012-10,West Region,BUKIT PANJANG,High,104.3421053,17846976,469657.2632,466500,418.1689608,38
2012,2012-10,West Region,CHOA CHU KANG,Low,111.75,8914000,445700,439000,370.5317673,20
2012,2012-10,West Region,CHOA CHU KANG,Mid,105.2,6746000,449733.3333,437000,397.163824,15
2012,2012-10,West Region,CHOA CHU KANG,High,113.0277778,17439888,484441.3333,474000,398.1863309,36
2012,2012-10,West Region,CLEMENTI,Low,74.58333333,4543500,378625,366500,471.6261125,12
2012,2012-10,West Region,CLEMENTI,Mid,76.45454546,4750000,431818.1818,375000,524.7204127,11
2012,2012-10,West Region,CLEMENTI,High,95.47619048,11562000,550571.4286,470000,535.7336598,21
2012,2012-10,West Region,JURONG EAST,Low,90.88888889,3811500,423500,355000,432.8854274,9
2012,2012-10,West Region,JURONG EAST,Mid,88.07692308,5208888,400683.6923,380000,422.6393,13
2012,2012-10,West Region,JURONG EAST,High,98.47058824,7718000,454000,438000,428.3311569,17
2012,2012-10,West Region,JURONG WEST,Low,101.4193548,13160000,424516.129,415000,388.8693351,31
2012,2012-10,West Region,JURONG WEST,Mid,106.0277778,16373000,454805.5556,460000,398.5074524,36
2012,2012-10,West Region,JURONG WEST,High,99.53658537,38299988,467073.0244,462500,435.9456948,82
2012,2012-11,Central Region,BISHAN,Low,92.28571429,3540000,505714.2857,495000,509.0976469,7
2012,2012-11,Central Region,BISHAN,Mid,101.7142857,3964000,566285.7143,564000,517.2303468,7
2012,2012-11,Central Region,BISHAN,High,104.7894737,11706000,616105.2632,608000,546.2200094,19
2012,2012-11,Central Region,BUKIT MERAH,Low,87,8646888,540430.5,570000,577.099827,16
2012,2012-11,Central Region,BUKIT MERAH,Mid,90.61538462,6925500,532730.7692,538000,546.1804976,13
2012,2012-11,Central Region,BUKIT MERAH,High,82.75,18038388,563699.625,609000,632.8635588,32
2012,2012-11,Central Region,BUKIT TIMAH,Low,89,600000,600000,600000,626.3132353,1
2012,2012-11,Central Region,BUKIT TIMAH,High,78.25,1958000,489500,434000,581.1639884,4
2012,2012-11,Central Region,CENTRAL AREA,Low,106,585000,585000,585000,512.7201037,1
2012,2012-11,Central Region,CENTRAL AREA,High,77.2,2765000,553000,470000,665.4848554,5
2012,2012-11,Central Region,GEYLANG,Low,86.6,4187888,418788.8,392500,449.2700957,10
2012,2012-11,Central Region,GEYLANG,Mid,73.33333333,6118888,407925.8667,332000,516.7853152,15
2012,2012-11,Central Region,GEYLANG,High,79.09090909,10098500,459022.7273,392500,539.1852054,22
2012,2012-11,Central Region,KALLANG/WHAMPOA,Low,94.18181818,6301300,572845.4545,555000,565.0680429,11
2012,2012-11,Central Region,KALLANG/WHAMPOA,Mid,76.58333333,5180000,431666.6667,361500,523.6542034,12
2012,2012-11,Central Region,KALLANG/WHAMPOA,High,79.33333333,13378000,495481.4815,408000,580.2325266,27
2012,2012-11,Central Region,MARINE PARADE,Low,95.5,1129000,564500,564500,549.1499145,2
2012,2012-11,Central Region,MARINE PARADE,Mid,80,1537000,512333.3333,545000,594.9671278,3
2012,2012-11,Central Region,MARINE PARADE,High,87.75,4947000,618375,482000,654.6891505,8
2012,2012-11,Central Region,QUEENSTOWN,Low,61.875,3277000,409625,337500,615.0374883,8
2012,2012-11,Central Region,QUEENSTOWN,Mid,63.08333333,4759688,396640.6667,365000,584.1346269,12
2012,2012-11,Central Region,QUEENSTOWN,High,78.1,11558276,577913.8,527500,687.4519953,20
2012,2012-11,Central Region,TOA PAYOH,Low,68.33333333,4342000,361833.3333,348000,491.9334025,12
2012,2012-11,Central Region,TOA PAYOH,Mid,82.08333333,5815500,484625,432500,548.505738,12
2012,2012-11,Central Region,TOA PAYOH,High,84.48,13131532,525261.28,425000,577.6327762,25
2012,2012-11,East Region,BEDOK,Low,86.06666667,12941888,431396.2667,380000,465.663014,30
2012,2012-11,East Region,BEDOK,Mid,87.27272727,4765000,433181.8182,455000,461.1285563,11
2012,2012-11,East Region,BEDOK,High,87.67241379,26260688,452770.4828,437500,479.7836989,58
2012,2012-11,East Region,PASIR RIS,Low,122.5333333,8045000,536333.3333,520000,406.64074,15
2012,2012-11,East Region,PASIR RIS,Mid,124.2777778,9556387,530910.3889,489000,396.8789731,18
2012,2012-11,East Region,PASIR RIS,High,123.3030303,18559888,562420.8485,548000,423.7580944,33
2012,2012-11,East Region,TAMPINES,Low,106.5,17441500,484486.1111,464000,422.6317006,36
2012,2012-11,East Region,TAMPINES,Mid,109.047619,21630768,515018.2857,525500,438.7698798,42
2012,2012-11,East Region,TAMPINES,High,105.4482759,29679576,511716.8276,498750,450.8380485,58
2012,2012-11,North Region,SEMBAWANG,Low,110.6666667,5869000,489083.3333,476000,410.5786667,12
2012,2012-11,North Region,SEMBAWANG,Mid,115.5714286,3439000,491285.7143,480000,394.9244299,7
2012,2012-11,North Region,SEMBAWANG,High,109.1785714,13632888,486888.8571,480000,414.3074795,28
2012,2012-11,North Region,WOODLANDS,Low,109.1666667,20986888,437226.8333,430250,372.0892332,48
2012,2012-11,North Region,WOODLANDS,Mid,100.804878,17469000,426073.1707,413000,392.6747584,41
2012,2012-11,North Region,WOODLANDS,High,110.1466667,34826358,464351.44,451000,391.6569013,75
2012,2012-11,North Region,YISHUN,Low,99.28,10451800,418072,393000,391.2187482,25
2012,2012-11,North Region,YISHUN,Mid,93.26923077,10775276,414433.6923,389500,412.8069551,26
2012,2012-11,North Region,YISHUN,High,89.32075472,21576275,407099.5283,393000,423.4270129,53
2012,2012-11,North-East Region,ANG MO KIO,Low,81.34782609,9579664,416507.1304,391888,475.6711753,23
2012,2012-11,North-East Region,ANG MO KIO,Mid,77.19047619,8174100,389242.8571,363000,468.4759248,21
2012,2012-11,North-East Region,ANG MO KIO,High,86.5,15807800,464935.2941,430500,499.3519541,34
2012,2012-11,North-East Region,HOUGANG,Low,98.68,11539888,461595.52,435000,434.5730498,25
2012,2012-11,North-East Region,HOUGANG,Mid,91.86363636,9946576,452117.0909,437000,457.2330738,22
2012,2012-11,North-East Region,HOUGANG,High,94.84615385,17886164,458619.5897,458880,449.2242816,39
2012,2012-11,North-East Region,PUNGGOL,Low,105,3660000,522857.1429,540000,462.6196673,7
2012,2012-11,North-East Region,PUNGGOL,Mid,102.9,5332000,533200,532500,481.39892,10
2012,2012-11,North-East Region,PUNGGOL,High,102.2380952,11677000,556047.619,553000,505.27706,21
2012,2012-11,North-East Region,SENGKANG,Low,109.35,10086888,504344.4,501500,428.4880961,20
2012,2012-11,North-East Region,SENGKANG,Mid,107.12,12842500,513700,492500,445.5221978,25
2012,2012-11,North-East Region,SENGKANG,High,107,33602597,541977.371,545500,470.5737766,62
2012,2012-11,North-East Region,SERANGOON,Low,95.35714286,6426000,459000,422500,447.18765,14
2012,2012-11,North-East Region,SERANGOON,Mid,85.14285714,3056000,436571.4286,475000,476.3623574,7
2012,2012-11,North-East Region,SERANGOON,High,107.5,5795000,579500,587500,500.8126863,10
2012,2012-11,West Region,BUKIT BATOK,Low,90.90476191,8630888,410994.6667,385000,420.0296014,21
2012,2012-11,West Region,BUKIT BATOK,Mid,91.85714286,8909100,424242.8571,388000,429.0737557,21
2012,2012-11,West Region,BUKIT BATOK,High,85.95454546,18832776,428017.6364,358500,462.6186767,44
2012,2012-11,West Region,BUKIT PANJANG,Low,107,6492000,463714.2857,480500,402.621575,14
2012,2012-11,West Region,BUKIT PANJANG,Mid,107.5,10225000,464772.7273,440000,401.6636378,22
2012,2012-11,West Region,BUKIT PANJANG,High,109.8709677,15803776,509799.2258,500000,431.0687771,31
2012,2012-11,West Region,CHOA CHU KANG,Low,114.7391304,10562000,459217.3913,430000,371.8237431,23
2012,2012-11,West Region,CHOA CHU KANG,Mid,112.2142857,6589500,470678.5714,450250,389.6786598,14
2012,2012-11,West Region,CHOA CHU KANG,High,109.5526316,17975600,473042.1053,456000,401.1504929,38
2012,2012-11,West Region,CLEMENTI,Low,82.45454546,5103000,463909.0909,398000,522.6953384,11
2012,2012-11,West Region,CLEMENTI,Mid,81.22222222,3900000,433333.3333,418000,495.6528135,9
2012,2012-11,West Region,CLEMENTI,High,85.7,9720164,486008.2,425194,526.8574439,20
2012,2012-11,West Region,JURONG EAST,Low,89.84615385,5095000,391923.0769,372000,405.2580881,13
2012,2012-11,West Region,JURONG EAST,Mid,99.66666667,4349500,483277.7778,455000,450.4817877,9
2012,2012-11,West Region,JURONG EAST,High,100.4642857,13492888,481888.8571,459000,445.6208769,28
2012,2012-11,West Region,JURONG WEST,Low,103.5,17420800,458442.1053,461500,411.5044102,38
2012,2012-11,West Region,JURONG WEST,Mid,103.7727273,19598476,445419.9091,430500,398.764731,44
2012,2012-11,West Region,JURONG WEST,High,102.0133333,35595000,474600,475000,432.2162997,75
2012,2012-12,Central Region,BISHAN,Low,116.6,3090888,618177.6,513000,492.5440298,5
2012,2012-12,Central Region,BISHAN,Mid,117.4545455,7230000,657272.7273,667000,519.8836139,11
2012,2012-12,Central Region,BISHAN,High,86.83333333,6288000,524000,485500,560.6284845,12
2012,2012-12,Central Region,BUKIT MERAH,Low,82.125,4277500,534687.5,540250,604.8601799,8
2012,2012-12,Central Region,BUKIT MERAH,Mid,84.63636364,6106000,555090.9091,560000,609.3088198,11
2012,2012-12,Central Region,BUKIT MERAH,High,83.37037037,15451000,572259.2593,518000,637.6926967,27
2012,2012-12,Central Region,BUKIT TIMAH,Low,104,610000,610000,610000,544.9125889,1
2012,2012-12,Central Region,BUKIT TIMAH,Mid,84,500000,500000,500000,552.9948209,1
2012,2012-12,Central Region,CENTRAL AREA,Mid,54,273000,273000,273000,469.6769345,1
2012,2012-12,Central Region,CENTRAL AREA,High,70.6,2428000,485600,485000,639.0050975,5
2012,2012-12,Central Region,GEYLANG,Low,71.03333333,3262000,362444.4444,350000,474.0341151,9
2012,2012-12,Central Region,GEYLANG,Mid,90.6,4920000,492000,439000,504.5070631,10
2012,2012-12,Central Region,GEYLANG,High,78.74444444,8213999,456333.2778,393000,538.3845182,18
2012,2012-12,Central Region,KALLANG/WHAMPOA,Low,81,3129500,447071.4286,377000,512.769568,7
2012,2012-12,Central Region,KALLANG/WHAMPOA,Mid,88.375,4016000,502000,487500,527.721315,8
2012,2012-12,Central Region,KALLANG/WHAMPOA,High,79.83333333,14367888,478929.6,444000,557.336854,30
2012,2012-12,Central Region,MARINE PARADE,Low,89.33333333,1666000,555333.3333,515000,577.5246807,3
2012,2012-12,Central Region,MARINE PARADE,Mid,76.33333333,1460000,486666.6667,467000,592.3081645,3
2012,2012-12,Central Region,MARINE PARADE,High,93.88888889,5937388,659709.7778,638000,652.7833475,9
2012,2012-12,Central Region,QUEENSTOWN,Low,69.53846154,5579500,429192.3077,362000,573.399351,13
2012,2012-12,Central Region,QUEENSTOWN,Mid,58.625,2787000,348375,352500,552.0704116,8
2012,2012-12,Central Region,QUEENSTOWN,High,77.33333333,13485275,561886.4583,484000,675.0130685,24
2012,2012-12,Central Region,TOA PAYOH,Low,70.53846154,4855000,373461.5385,355000,491.8698972,13
2012,2012-12,Central Region,TOA PAYOH,Mid,64.83333333,4185000,348750,368500,499.7424147,12
2012,2012-12,Central Region,TOA PAYOH,High,86.2173913,12669388,550842.9565,557888,593.5581438,23
2012,2012-12,East Region,BEDOK,Low,86,8681000,413380.9524,370000,446.5626084,21
2012,2012-12,East Region,BEDOK,Mid,87.90909091,9648888,438585.8182,432500,463.5014971,22
2012,2012-12,East Region,BEDOK,High,91.21052632,18161776,477941.4737,442000,486.8106852,38
2012,2012-12,East Region,PASIR RIS,Low,111.75,5649000,470750,454000,391.3570327,12
2012,2012-12,East Region,PASIR RIS,Mid,127.9411765,9601000,564764.7059,540000,410.0979082,17
2012,2012-12,East Region,PASIR RIS,High,120.9166667,13069800,544575,526250,418.4098302,24
2012,2012-12,East Region,TAMPINES,Low,106.6428571,13878000,495642.8571,472500,431.784875,28
2012,2012-12,East Region,TAMPINES,Mid,97.61290323,14356500,463112.9032,470000,440.7679394,31
2012,2012-12,East Region,TAMPINES,High,108.627451,26888188,527219.3725,505000,450.9019536,51
2012,2012-12,North Region,SEMBAWANG,Low,110.8333333,5549000,462416.6667,462500,387.6086224,12
2012,2012-12,North Region,SEMBAWANG,Mid,111.375,3984000,498000,505000,415.4052408,8
2012,2012-12,North Region,SEMBAWANG,High,108.3913043,11241444,488758.4348,490000,418.9191064,23
2012,2012-12,North Region,WOODLANDS,Low,109.4210526,16829000,442868.4211,423500,376.014135,38
2012,2012-12,North Region,WOODLANDS,Mid,111.8780488,18485888,450875.3171,453500,374.405244,41
2012,2012-12,North Region,WOODLANDS,High,104.6351351,32852752,443956.1081,444000,394.1784175,74
2012,2012-12,North Region,YISHUN,Low,94.0625,13268100,414628.125,385000,409.5176139,32
2012,2012-12,North Region,YISHUN,Mid,101.7575758,14570775,441538.6364,415000,403.1181068,33
2012,2012-12,North Region,YISHUN,High,91.65909091,18554388,421690.6364,407944,427.4140141,44
2012,2012-12,North-East Region,ANG MO KIO,Low,78.42105263,7706000,405578.9474,393000,480.4775296,19
2012,2012-12,North-East Region,ANG MO KIO,Mid,78.27777778,7490358,416131,372891,493.8805552,18
2012,2012-12,North-East Region,ANG MO KIO,High,88.25,15621888,488184,472000,513.9243237,32
2012,2012-12,North-East Region,HOUGANG,Low,102.3478261,10901800,473991.3043,457000,430.2512071,23
2012,2012-12,North-East Region,HOUGANG,Mid,96,8619500,453657.8947,430000,439.0233159,19
2012,2012-12,North-East Region,HOUGANG,High,97.96666667,14407888,480262.9333,465000,455.4399083,30
2012,2012-12,North-East Region,PUNGGOL,Low,107.8333333,3291500,548583.3333,553500,472.6285195,6
2012,2012-12,North-East Region,PUNGGOL,Mid,106.7142857,3842000,548857.1429,570000,477.823059,7
2012,2012-12,North-East Region,PUNGGOL,High,108.3333333,10293000,571833.3333,575000,490.385598,18
